Unnamed: 0,xuhao,author,content,zan,zhuanfa,pinglun,public_time
26,27,重头戏,:#何超莲谈旧爱#据港媒，赌王三房千金何超莲日前在周扬青宣布与罗志祥分手的微博下留言表示“感同身受”后，令人联想起她曾经和比她大12年的台湾男歌手吴克羣的4年情。,61,12,41,04月28日
27,28,网剧通缉令,:#郭采洁再发律师函维权#“对于近日遭有心人士恶意炒作散布多年前已经澄清的不实谣言，更有网友对其侮辱诋毁，对于此等恶意行径，委托人已公开昭示将诉诸法律，不再姑息之决心。但仍有网友留言对其侮辱谩骂、映射诋毁，委托人委托本所发函警告。”在罗志祥与周扬青宣布分手后，有网友爆料称郭采洁与罗志祥有不正当的关系，4月24日，郭采洁在微博发文就此辟谣维权：“无中生有，造谣杜撰，邪恶诽谤，十年笑话，准备开告。”,2,0,0,04月28日
28,29,芒果追综,:周扬青宣布与罗志祥分手后，田馥甄在社交平台发文表达自己看法：勿让孩子成为恐怖情人，希望心智未成熟的孩子不要被网络畸形风气影响。,1,0,1,04月28日
29,30,牟建平谈艺术看市场,:《周扬青家庭背景正式曝光，父亲军人出身是中行副行长，政商界人脉雄厚》4月23日，周扬青发文正式宣布与罗志祥分手。周扬青的一则分手声明为网友们打开了新世界的大门，罗志祥这位“宝藏男孩”的黑历史也成了网友们茶余饭后用来打发时间的谈资。按照以往明星分手撕X的例子，女方发文……http://t.cn/A6AZaJEg,0,0,0,04月28日
30,31,西大王_cc,:看了周扬青的小小号，再看她宣布分手的微博，太好哭了。,3,0,1,04月27日
31,32,最in综艺咖,:周扬青宣布分手，爆料罗志祥长期与多位女性保持不正当男女关系 最in综艺咖的微博视频,0,0,0,04月27日
32,33,百度娱乐,:4月27日，#郭采洁#再次在社交网站上发布一封律师函：“对于近日遭有心人士恶意炒作散布多年前已经澄清的不实谣言，更有网友对其侮辱诋毁，对于此等恶意行径，委托人已公开昭示将诉诸法律，不再姑息之决心。但仍有网友留言对其侮辱谩骂、映射诋毁，委托人委托本所发函警告。”在罗志祥与周扬青宣布分手后，有网友爆料称郭采洁与罗志祥有不正当的关系，4月24日，郭采洁在微博发文就此辟谣维权：“无中生有，造谣杜撰，邪恶诽谤，十年笑话，准备开告。”,1,1,2,04月27日
33,34,娱乐悟,:TVB娱乐新闻台周扬青宣布同罗志祥分手#色痞diss周扬青##罗志祥道歉#http://t.cn/A6Azbbg2,8,0,9,04月27日
34,35,公民周周,:罗志祥周扬青分手，罗志祥手机上热搜：日常用iPhone 7 Plus！最近微博迎来“大瓜”，与小猪罗志祥交往9年的周扬青今日发千字宣布分手。随后，#罗志祥手机#等话题火速登上微博热搜。在微博长文中，周扬青自曝两人已分手了一段时间，写这篇长文也绝不是报复心态。周扬青透露，罗志祥有一部专门的手机用来撩妹，与旗下女艺人甚至化妆师都有长期不正当的男女关系，直言只要自己不在家，罗志祥就会约不同的女生，去每个城市都能约到酒店的女孩。周扬青更指，罗志祥与朋友还会经常举行正常人都无法想象的“多人运动”。消息曝光后，#你介不介意另一半看你的手机#在微博上引发热议。从新浪科技发起的“你介不介意另一半看你的手机？”投票来看，选择“不介意，信任最重要”的网友最多，达到2732人；其次是“先给我个另一半再说”，有1601人；选择“介意，还是要有个人空间”的最少，为1178人。有网友表示，一边参加综艺，一边边和这么多人保持不正当联系，凌晨三四点也要跟女朋友说晚安，这时间管理真的佩服佩服。还有网友“支招”，如今很多安卓手机都已经支持隐私空间，通过不同密码能进入完全不同的空间。值得一提的是，有网友发现，罗志祥微博常用的手机是一部iPhone 7 Plus，周扬青日常用的也是iPhone 7 Plus。不知道周扬青爆料的“专门用于撩妹”的手机是哪一部呢？那么问题来啦，你现在用的是哪一部手机呢？来回复讨论吧！#数码##iPhone##苹果##Apple#,7,0,8,04月27日
35,36,N凉笙墨染,:周扬青在宣布分手后的第三天，罗志祥担心的事情还是发生了,0,0,0,04月27日
36,37,古今古言A,:《对罗志祥的事，为何作出如此惊讶状》周扬青发表长文正式宣布与罗志祥分手，称罗志祥“九年间一直约妹子”、和多名女艺人、女化妆师等“有长期不正当男女关系”http://t.cn/A6A7nDkK,2,0,0,04月27日
37,38,铭忾看娱乐,:发布了头条文章：《周扬青在宣布分手后的第三天，罗志祥担心的事情还是发生了》 周扬青在宣布分手后的第三天，罗志祥担心的事情还是发生了,0,0,0,04月27日
38,39,罢疽扯爱追剧,:发布了头条文章：《周扬青在宣布分手后的第三天，罗志祥担心的事情还是发生了》 周扬青在宣布分手后的第三天，罗志祥担心的事情还是发生了,0,0,0,04月27日
39,40,白羊座Toscana金七岁,:发布了头条文章：《周扬青宣布分手3天后，罗志祥最担心的事还是发生了》 周扬青宣布分手3天后，罗志祥最担心的事还是发生了,0,0,0,04月27日
40,41,hiuching晴晴晴晴晴槐玫澄,:发布了头条文章：《周扬青宣布分手后，罗志祥再被曝出绯闻，粉丝们表示原来是连续剧》 周扬青宣布分手后，罗志祥再被曝出绯闻，粉丝们表示原来是连续剧,0,0,0,04月27日
41,42,石桥居士维本,:发布了头条文章：《周扬青宣布分手3天后，罗志祥最担心的事还是发生了》 周扬青宣布分手3天后，罗志祥最担心的事还是发生了,0,0,0,04月27日
42,43,利点点ooooo,:发布了头条文章：《周扬青宣布分手后，罗志祥再被曝出绯闻，粉丝们表示原来是连续剧》 周扬青宣布分手后，罗志祥再被曝出绯闻，粉丝们表示原来是连续剧,0,0,0,04月27日
43,44,白菜商品挖不停,:周扬青 发声明宣布已经和罗志祥 分手… 罗志祥周扬青分手  白菜商品挖不停的微博视频,0,0,0,04月27日
44,45,延寿丁丁,:【罗志祥被曝分手后首现身？眼神闪躲显紧张】周扬青宣布分手并曝光罗志祥出轨、与多人有不正当关系后，罗志祥形象一落千丈，罗志祥妈妈称周毁了罗志祥↓↓近日，有网友发布了一则关于罗志祥的视频，视频中罗志祥一身黑衣黑裤，神情紧张眼神闪躲，再无往日搞怪的形象，现场视频↓↓http://t.cn/A6AhVhzV,2,0,0,04月27日
45,46,网红领域,:据报道，周扬青宣布和罗志祥9年的恋情分手的原因，是等了一些时间，因为那段时间疫情在爆发。所以她选在4月23日解释分手的原因，假如你问我悲伤吗。不会感到悲伤，只是觉得她让我不值得。很多年轻的女粉丝为之心痛，朋友圈里面的恺恺也支持了她的决定：“他不配”。恺恺在周扬青的帖子之下认真地回答：“谢谢罗志祥让我们认识，但我真的为你高兴，最终和他分手，周扬青你值得拥有更好的”，成为娱乐圈第一个为周扬青挺身而出的明星。,1,0,0,04月27日
46,47,网红写真,:据报道，周扬青宣布和罗志祥9年的恋情分手的原因，是等了一些时间，因为那段时间疫情在爆发。所以她选在4月23日解释分手的原因，假如你问我悲伤吗。不会感到悲伤，只是觉得她让我不值得。很多年轻的女粉丝为之心痛，朋友圈里面的恺恺也支持了她的决定：“他不配”。恺恺在周扬青的帖子之下认真地回答：“谢谢罗志祥让我们认识，但我真的为你高兴，最终和他分手，周扬青你值得拥有更好的”，成为娱乐圈第一个为周扬青挺身而出的明星。,0,0,0,04月27日
47,48,网红领域,:#周扬青再发声##小贴士#罗志祥和周扬青分手的这个事件，不过这个瓜还没完。在周扬青正式宣布与罗志祥分手的信息中，罗志祥在人们心里的形象彻底完了。据周扬青爆出，罗和自己的女艺人和化妆师，保持长时间的不明不白的关系。并且经常举行常人无法想象的多人运动，面对这些爆料，罗没有争辩，只是回应道了歉。,0,0,0,04月27日
48,49,网红写真,:#周扬青再发声##小贴士#罗志祥和周扬青分手的这个事件，不过这个瓜还没完。在周扬青正式宣布与罗志祥分手的信息中，罗志祥在人们心里的形象彻底完了。据周扬青爆出，罗和自己的女艺人和化妆师，保持长时间的不明不白的关系。并且经常举行常人无法想象的多人运动，面对这些爆料，罗没有争辩，只是回应道了歉。,0,0,0,04月27日
49,50,绝对领域JK,:#周扬青再发声##小贴士#罗志祥和周扬青分手的这个事件，不过这个瓜还没完。在周扬青正式宣布与罗志祥分手的信息中，罗志祥在人们心里的形象彻底完了。据周扬青爆出，罗和自己的女艺人和化妆师，保持长时间的不明不白的关系。并且经常举行常人无法想象的多人运动，面对这些爆料，罗没有争辩，只是回应道了歉。,0,0,0,04月27日
50,51,语涵视听,:#罗志祥#被曝分手后首现身,0,0,1,04月27日
51,52,骑上电瓶去追兴,:世上有两种男人不可信，一种是黑眼圈的，一种是白眼圈的,0,0,3,04月27日
52,53,宁厶,:#柚柚小助手#【罗志祥被曝分手后首现身？眼神闪躲显紧张】周扬青宣布分手并曝光罗志祥出轨、与多人有不正当关系后，形象一落千丈，罗志祥妈妈称周毁了罗志祥↓↓近日，有网友发布了一则关于罗志祥的视频，疑似风波后首现身，视频中罗志祥一身黑衣黑裤，神情紧张眼神闪躲，再无往日搞怪的形象，现场视频↓↓『罗志祥被曝分手后第一次现身？眼神闪躲显紧张_手机新浪网』http://t.cn/A6AhM9HP,0,0,0,04月27日
53,54,手机上的新浪,:【罗志祥被曝分手后首现身？眼神闪躲显紧张】周扬青宣布分手并曝光罗志祥出轨、与多人有不正当关系后，形象一落千丈，罗志祥妈妈称周毁了罗志祥↓↓近日，有网友发布了一则关于罗志祥的视频，疑似风波后首现身，视频中罗志祥一身黑衣黑裤，神情紧张眼神闪躲，再无往日搞怪的形象，现场视频↓↓http://t.cn/A6AhVhzV,4,2,3,04月27日
54,55,新浪新闻,:【罗志祥被曝分手后首现身？眼神闪躲显紧张】周扬青宣布分手并曝光罗志祥出轨、与多人有不正当关系后，形象一落千丈，罗志祥妈妈称周毁了罗志祥↓↓近日，有网友发布了一则关于罗志祥的视频，疑似风波后首现身，视频中罗志祥一身黑衣黑裤，神情紧张眼神闪躲，再无往日搞怪的形象，现场视频↓↓http://t.cn/A6AhVhzV,4707,208,691,04月27日
55,56,Qing,:【罗志祥被曝分手后首现身？眼神闪躲显紧张】周扬青宣布分手并曝光罗志祥出轨、与多人有不正当关系后，形象一落千丈，罗志祥妈妈称周毁了罗志祥↓↓近日，有网友发布了一则关于罗志祥的视频，疑似风波后首现身，视频中罗志祥一身黑衣黑裤，神情紧张眼神闪躲，再无往日搞怪的形象，现场视频↓↓http://t.cn/A6AhVhzV,1,0,1,04月27日
56,57,独占欲0904,:【娱你有瓜】4月23日，周扬青发文宣布与罗志祥分手并罗列罗志祥在感情中犯下的种种不可饶恕的大错后，罗志 台媒曝罗志祥让蝴蝶给周扬青道歉，蝴蝶失联以泪洗面，对不起男友http://t.cn/A6APOngW,0,0,0,04月27日
57,58,娱大嘴,:周扬青微博发长文宣布已与罗志祥分手了一段时间，她还给罗志祥写了一封信。信中写到分手的起因是罗志祥怪她看了自己的手机，可怕可怕...... 这也太毁三观了，令人难以置信,2,0,0,04月27日
58,59,娱乐楠,:周扬青宣布与罗志祥分手后再发文，终于可以大声说出“我单身”http://t.cn/A6wetBCA,2,0,2,04月27日
59,60,娱乐倌,:罗志祥与周扬青宣布分手，原因让我大跌眼镜，这个瓜吃的措手不及#色痞diss周扬青##罗志祥道歉#娱乐倌的微博视频,4,0,4,04月27日
60,61,www风陵渡口,:《周扬青发声不断：女人认真，你就输了》周扬青发长文公开宣布和罗志祥分手，并在文中揭开罗志祥背后的真面目，不仅欺骗她的感情，还同时和多个女生保持不正当的男女关系。http://t.cn/A6APklwj,0,0,0,04月27日
61,62,延寿丁丁,:【罗志祥人设崩塌，综艺、代言均受牵连，蒙牛成全场最惨】周扬青与罗志祥分手事件发生之后，在被吃瓜群众吐槽之余，罗志祥的“钱”途似乎也受到了影响。因为人设崩塌，多家品牌、综艺节目均受到牵连，其中最倒霉的或是蒙牛，就在罗志祥周扬青分手消息曝出前一天，蒙牛刚刚宣布罗志祥成为纯甄的代言人。聘请罗志祥担任导师的综艺节目《创造营2020》官方微博已删除了跟罗志祥有关的内容。另外，据天眼查数据显示，罗志祥名下有四家公司，但有实际控制权的有五家，均为影视文化传播方向。http://t.cn/A6wgjXWG,1,0,0,04月27日
62,63,青寒wangrf,#罗志祥周扬青分手##罗志祥手机#周扬青发声明，宣布已经和罗志祥分手！看了这长文感觉三观已塌，你们品品！！,0,0,0,04月27日
63,64,人生只能活一次,该账号因被投诉违反《微博社区公约》的相关规定，现已无法查看。查看帮助 https://kefu.weibo.com/faqdetail?id=13216,0,0,0,04月26日
64,65,双儿说情感,:周扬青发文宣布与罗志祥分手曝光已成第一热搜！这是渣男祖师爷么,6,0,0,04月26日
65,66,爱豆拌fan,:#罗志祥周扬青分手#周扬青宣布与罗志祥分手，男方昔日视频被扒，罗志祥曾自认感情专一认真！ 爱豆拌fan的微博视频,1,0,0,04月26日
66,67,一个店铺的招牌,:周扬青发文宣布与罗志祥分手曝光已成第一热搜！这是渣男祖师爷么[捂脸]或许不是渣，只想给所有女生一个家[旺柴] 无锡 一个店铺的招牌的微博视频,0,0,0,04月26日
67,68,甜bj辛,我发表了头条文章:《为什么大多数演艺圈的明星婚姻爱情总是不顺呢？离婚率为什么这么高?》 为什么大多数演艺圈的明星婚姻爱情总是不顺呢？离婚率为什么这么高?,0,0,0,04月26日
68,69,一份期盼,:23号周扬青宣布了相恋9年的罗志祥分手的消息，而本以为是对金童玉女，看完文章之后却让人大跌眼镜，而许多人做梦都想不到，就是这样一个好好先生竟然做出了这么不堪的事情。而内容也是非常让人震惊了，并且不少网友还在综艺节目是上找到了提及周扬青时罗志祥的表现，真是实锤“渣男”啊！而本是男人帮的好意提醒，罗志祥却并没有放在心上，并且现在罗志祥与周扬青的官宣分手戏码还在上演，本来以为官宣完过两天事情就会消散，但...http://t.cn/A6AvHnqc,2,0,0,04月26日
69,70,玉战士Alan,:周扬青宣布和罗志祥分手，9年青春没有结果：爱情很贵，请勿浪费 周扬青宣布和罗志祥分手，9年青春没有结果：爱情很贵，请勿浪费,0,0,0,04月26日
70,71,薰之韵绘图设计动画视频工作室,:周扬青发文宣布与罗志祥分手曝光已成第一热搜！这是渣男祖师爷么[捂脸]或许不是渣，只想给所有女生一个家[旺柴] 薰之韵绘图设计动画视频工作室的微博视频,0,0,0,04月26日
71,72,暧心人士,:近日，关于#罗志祥周扬青分手#的事件 ，网络上传得沸沸扬扬好不热闹。最开始是由于周扬青正式宣布了和罗志祥的关系结束，在回忆了两人9年来的美好回忆后，还曝光了罗志祥长期和旗下艺人以及化妆师有不正当关系的事情。同时罗志祥私生活比较混乱，在周扬青不在家时带着其他不同女孩回家。兄弟朋友一起约会女孩子，还对她们不尊重。事情曝光后，引起社会舆论一片哗然，不少网友对罗志祥的人品提出质疑。他本人也先后2次对周扬青道歉，还对之前不尊重的女生道歉，后来连之前怀疑的旗下艺人蝴蝶姐姐也道歉了，可见事态非常严重。事情闹到这个份上，除了网友还有不少明星参与其中，大家都对这起事件发生。而作为曾经和罗志祥有过接触的著名经纪人陈孝志，他也在网络发长文曝罗志祥昔日曾想潜规则他旗下艺人#叶安婷#。在长文中陈孝志提到了10多年前的旧事，当时的艺人叶安婷和罗志祥拍电影，罗志祥约她出去但是被回绝。之后罗志祥的助理知道后，晚上把叶安婷私自带到房间审问和罗志祥的关系。之后这件事情曝光，罗志祥居然对媒体放话只要是陈孝志的艺人都不能上他的节目，算是恼羞成怒了吧。陈孝志还提到了罗志祥在宣传电影时放上和叶安婷的合照借口是培养感情，之后叶安婷没有去赴约，他也翻脸不认人，说照片他没有同意就放上去了，多次拒绝反诬陷。之后陈孝志还不忘谈到周杰伦，原来罗志祥虽然表面上和周杰伦称兄道弟，但是私下却diss周杰伦唱歌没有他好，还现场表演。据了解，叶安婷是台湾的一名女演员，网上对她的资料并不是特别详细，从现有的资料中得知，她出生于7月14日，但并不知道她的出生年份，通过她的娱乐圈经历网友推测，她应该是一名80后，很早就混迹于娱乐圈，在进入娱乐圈之前，她是做平面模特出身的，拥有一副好身材，长相也比较甜美可爱，不然也不会被罗志祥看中，想与其发生关系。叶安婷是一个比较低调的艺人，她出演过《流星花园》、《飞跃情海》、《爱到底》等多部作品，虽然内地网友对她并不是特别熟悉，不过在台湾她还是拥有较高的人气，可惜她后来并没有火起来，现在看起来有可能和罗志祥的打压有很大的关系。生活中的叶安婷属于一个比较有情调的女艺人，她喜欢唱歌，喜欢画画，还喜欢拍照，经常在个人社交网络上传一些关于自己的近况，令不少网友对她简单的生活羡慕不已。从目前掌握的资料来看，叶安婷并没有任何的男朋友，不知道是不是因为罗志祥的原因，希望今后她能够早日摆脱这个事件，事业越来越好。,20,3,3,04月26日
72,73,弃我者後會無期mulder,#罗志祥周扬青分手##罗志祥手机#周扬青发声明，宣布已经和罗志祥分手！看了这长文感觉三观已塌，你们品品！！,0,0,0,04月26日
73,74,掌涨股讯,:【罗志祥人设崩塌品牌遭殃：代言综艺均受连累，实控5家公司，与周扬青无商业关联】罗志祥人设崩塌，让不少品牌措手不及，其中最倒霉的或是蒙牛。就在罗志祥周扬青分手消息曝出前一天，蒙牛刚刚宣布罗志祥成为纯甄的代言人，要知道此前蒙牛真果粒的代言人肖战，尚因为227事件遭到网络舆论谩骂。或是为了避嫌，蒙牛删掉了罗志祥代言的动态，罗志祥本人也在社交平台上上删除了相关代言广告。天眼查数据显示，罗志祥名下有四家公司，但有实际控制权的有五家。另一位当事人周扬青名下则有六家公司，有实际控制权的为四家，涉及文化传播、化妆品销售等多个领域。九年爱情长跑中，尚未发现两者之间有经济上的关联。 $蒙牛乳业(02319)$  $双飞股份(SZ300817)$,5,1,1,04月26日
74,75,达人秀馆,:#蒋劲夫前女友宣布怀孕##屈楚萧 黎梵##罗志祥周扬青分手#最近渣男也太多了吧！！真的每天一大瓜！！今天也是恐恋爱的一天！！ 你们觉得谁最渣？？,2130,1,22,04月26日
75,76,综艺有千秋,:周扬青宣布已与罗志祥分手一段时间，分手原因过于劲爆 综艺有千秋的微博视频,0,0,0,04月26日
76,77,我在闹你在笑_Sonja_,#罗志祥周扬青分手##罗志祥手机#周扬青发声明，宣布已经和罗志祥分手！看了这长文感觉三观已塌，你们品品！！,0,0,0,04月26日
