Unnamed: 0,xuhao,author,content,zan,zhuanfa,pinglun,public_time
47,48,你是我得小星星吗,【#交警扮盲人带导盲犬坐公交被赶#，狗狗哭了】近日，山西太原。交警莉姐扮盲人体验生活，带导盲犬上公交车被拒，有乘客骂骂咧咧，说耽误别人的事，被赶下车的导盲犬委屈地哭了。据相关法规导盲犬可以乘坐公共交通。（素材来源：网络）交警扮盲人带导盲犬坐公交被赶，狗狗哭了 澎湃新闻的微博视频,0,0,0,04月30日
48,49,善本好货,:《被骂哭的导盲犬，原来根源是：没证怎么证明你是残疾人？》最近一则“交警扮盲人带导盲犬坐公交被赶，狗狗哭了”的消息引发了舆论关注。http://t.cn/A6AbWJJM,0,0,0,04月30日
49,50,唐人_08,【#交警扮盲人带导盲犬坐公交被赶#,1,0,0,04月30日
50,51,凡洪盛,#太原征婚[超话]##太原身边事#【#交警扮盲人带导盲犬坐公交被赶#，狗狗哭了】近日，山西太原。交警莉姐扮盲人体验生活，带导盲犬上公交车被拒，有乘客骂骂咧咧，说耽误别人的事，被赶下车的导盲犬委屈地哭了。据相关法规导盲犬可以乘坐公共交通。交警扮盲人带导盲犬坐公交被赶，狗狗哭了 澎湃新闻的微博视频,0,0,0,04月30日
51,52,hidden手,:#被骂哭的导盲犬主人说几乎每天被赶##交警扮盲人带导盲犬坐公交被赶#死磕到底，最终结果也没必要失望，要为自己骄傲！ 导盲犬出入公共场所乘坐公共交通被拒，如何保护盲人的权利呢？,0,0,0,04月30日
52,53,柚咲咲Sio,【#交警扮盲人带导盲犬坐公交被赶#,0,0,0,04月30日
53,54,用叶划破长空,【#交警扮盲人带导盲犬坐公交被赶#，狗狗哭了】近日，山西太原。交警莉姐扮盲人体验生活，带导盲犬上公交车被拒，有乘客骂骂咧咧，说耽误别人的事，被赶下车的导盲犬委屈地哭了。据相关法规导盲犬可以乘坐公共交通。（素材来源：网络）交警扮盲人带导盲犬坐公交被赶，狗狗哭了 澎湃新闻的微博视频,0,0,0,04月30日
54,55,黄糖朱古力,【#交警扮盲人带导盲犬坐公交被赶#，狗狗哭了】近日，山西太原。交警莉姐扮盲人体验生活，带导盲犬上公交车被拒，有乘客骂骂咧咧，说耽误别人的事，被赶下车的导盲犬委屈地哭了。据相关法规导盲犬可以乘坐公共交通。（素材来源：网络）交警扮盲人带导盲犬坐公交被赶，狗狗哭了 澎湃新闻的微博视频,0,0,0,04月30日
55,56,小乖乖i隆地洞,【#交警扮盲人带导盲犬坐公交被赶#,0,0,0,04月30日
56,57,嘲鶇都是混蛋,:#被骂哭的导盲犬主人说几乎每天被赶##交警扮盲人带导盲犬坐公交被赶#多普及呀，加大普及  导盲犬出入公共场所乘坐公共交通被拒，如何保护盲人的权利呢？,0,0,0,04月30日
57,58,Almatt,:#被骂哭的导盲犬主人说几乎每天被赶##交警扮盲人带导盲犬坐公交被赶#立法啊，还有什么可说的，拒绝导盲犬乘车就是拒绝盲人乘车，没有导盲犬作为眼睛盲人怎么出行？？？ 导盲犬出入公共场所乘坐公共交通被拒，如何保护盲人的权利呢？,1,0,0,04月30日
58,59,JANY-xu,:#交警扮盲人带导盲犬坐公交被赶##被骂哭的导盲犬主人说几乎每天被赶#看了这则新闻之后，我觉得应该平等对待盲人和他的导盲犬，对于盲人来说，导盲犬就是盲人的眼睛，导盲犬它是一种特殊的犬种，不同于其他的宠物狗导盲犬的各种感觉，也支配着盲人的行走坐卧，帮他们提供了很多方便，对于很多人来说，导盲犬是挺陌生的，不理解才导致他们对于导盲犬的排斥，其实他们是残疾人的左膀右臂，他们可爱服从命令温柔认真工作，他们承担了残疾人一切不能做的事情，有史以来没有一只导盲犬对人类做出过攻击行为，对于残疾人来说，他们不仅仅是一条狗，更是最为重要的亲人！http://t.cn/A6AwZS8i,0,0,0,04月30日
59,60,河南科技大学团委,:#我愿意接纳导盲犬#近日，一段“交警扮盲人带导盲犬坐公交被赶”的视频引发关注。导盲犬是温顺聪明、训练有素的工作犬，世界上还没发生过导盲犬伤人事件。导盲犬不是普通的狗狗，它们能够帮助视力残障人士正常出行，是盲人的眼睛。与爱同行，接纳导盲犬，转发呼吁！（摘自:人民日报）,9,0,1,04月30日
60,61,小流云要努力向上,【#交警扮盲人带导盲犬坐公交被赶#，狗狗哭了】近日，山西太原。交警莉姐扮盲人体验生活，带导盲犬上公交车被拒，有乘客骂骂咧咧，说耽误别人的事，被赶下车的导盲犬委屈地哭了。据相关法规导盲犬可以乘坐公共交通。（素材来源：网络）交警扮盲人带导盲犬坐公交被赶，狗狗哭了 澎湃新闻的微博视频,0,0,0,04月30日
61,62,重庆沙坪坝法院,:#午间一刻#【#导盲犬是什么级别的狗#？】国外导盲犬组织的宣传小短片《Pip》，讲述了一只身材矮小有点笨笨的狗狗“pip”，为了成为一只合格导盲犬而努力的励志故事。近日，#交警扮盲人带导盲犬坐公交被赶#的新闻引起了人们的关注，你知道吗？导盲犬是盲人的眼睛，哪怕他们的世界一片黑暗，却让他们不再孤单。今天是#国际导盲犬日#，希望我们多一些理解和包容，转发让更多人看到，#我愿意接纳导盲犬#与导盲犬同行,3,4,0,04月30日
62,63,猫猫鱿,【#交警扮盲人带导盲犬坐公交被赶#,0,0,0,04月30日
63,64,用户5456223026迷途的羔羊,:#交警扮盲人带导盲犬坐公交被赶##被骂哭的导盲犬主人说几乎每天被赶#也许法律法规还不健全  当有了法律法规 我们相信以后再也不会有这类的事发生了 导盲犬出入公共场所乘坐公共交通被拒，如何保护盲人的权利呢？,1,0,1,04月30日
64,65,FIK-寒雁,【5月起#安徽将可携带导盲犬依规出入公共场所#，支持转起！】近日，山西太原#被骂哭的导盲犬主人说几乎每天被赶#引热议。5月1日起，《安徽省无障碍环境建设管理办法》施行。办法规定，视力残疾人可依规携带导盲犬出入公共场所及搭乘公共交通工具，公共场所工作人员应按国家有关规定提供无障碍服务。导盲犬是温顺聪明、训练有素的工作犬。爱同行，不拒绝！支持的转！http://t.cn/A6wn6UMh,0,0,0,04月30日
65,66,陕西城市,:#我愿意和导盲犬同行#【西安：盲人带导盲犬顺利乘车，导盲犬成吸吸睛的小明星】（记者：王晶）近日， 一段“交警扮盲人带导盲犬坐公交被赶”的视频在网上引发关注。西安情况如何？记者和盲人张先生带着他的导盲犬做了个实验。他们首先先来到地铁南门站，工作人员看到张先生出示的狗证后帮他扫码送入车厢，并通知到达站的工作人员接站，整个出行很顺利。后来又乘坐31路公交，司机表示有证件的工作犬可以乘坐公交。车厢里的乘客也都很理解和包容，导盲犬淡定成为吸睛小明星。(来源：陕西都市快报),0,0,0,04月30日
66,67,广西民族大学预科学院团委学生会,:【你愿和它们同行吗？】近日，一段“交警扮盲人带导盲犬坐公交被赶”的视频引发关注。导盲犬是温顺聪明、训练有素的工作犬，世界上还没发生过导盲犬伤人事件。导盲犬不是普通的狗狗，它们能够帮助视力残障人士正常出行，是盲人的眼睛。与爱同行，接纳导盲犬。来源：人民日报,1,0,0,04月30日
67,68,红豆有几两,:#交警扮盲人带导盲犬坐公交被赶##被骂哭的导盲犬主人说几乎每天被赶#加大宣传说明，让更多的人了解到关注到，骂人的人也可能是看到了大狗伤人的新闻太多，相信人心本善，会互相体谅的 导盲犬出入公共场所乘坐公共交通被拒，如何保护盲人的权利呢？,1,0,0,04月30日
68,69,西华大学,:#西西推荐#你愿和它们同行吗？#我愿意接纳导盲犬#近日，一段“交警扮盲人带导盲犬坐公交被赶”的视频引发关注。导盲犬是温顺聪明、训练有素的工作犬，世界上还没发生过导盲犬伤人事件。导盲犬不是普通的狗狗，它们能够帮助视力残障人士正常出行，是盲人的眼睛。与爱同行，西瓜籽们一起来接纳导盲犬吧。,65,1,15,04月30日
69,70,华图在线官微,:【#面试热点#交警扮盲人带导盲犬坐公交被赶】,19,10,5,04月30日
70,71,小邹小邹快乐一周,:#交警扮盲人带导盲犬坐公交被赶##被骂哭的导盲犬主人说几乎每天被赶#真的麻烦中国出一部关于盲人，还有残疾人士的真正有效有保护作用的法律吧！！！！打个广告就这么困难吗？！ 导盲犬出入公共场所乘坐公共交通被拒，如何保护盲人的权利呢？,1,0,0,04月30日
71,72,子午岭林区检察,:#午间一刻#【#导盲犬是什么级别的狗#？】国外导盲犬组织的宣传小短片《Pip》，讲述了一只身材矮小有点笨笨的狗狗“pip”，为了成为一只合格导盲犬而努力的励志故事。近日，#交警扮盲人带导盲犬坐公交被赶#的新闻引起了人们的关注，你知道吗？导盲犬是盲人的眼睛，哪怕他们的世界一片黑暗，却让他们不再孤单。今天是#国际导盲犬日#，希望我们多一些理解和包容，转发让更多人看到，#我愿意接纳导盲犬#与导盲犬同行,0,0,2,04月30日
72,73,槑惜_,:#交警扮盲人带导盲犬坐公交被赶##被骂哭的导盲犬主人说几乎每天被赶#我自己的看法吧，就是:希望国家有专门的法律去保护盲人的权利，盲人身边要是没有家人，就只有导盲犬带路，然而导盲犬都是受过专业的训练，它们不会和普通的狗那样。说句偏激的话，如果你们不允许盲人带导盲犬乘公共交通工具，那盲人怎么办，是你扶着盲人走吗，相信没几个人会吧，既然不那么做，有为什么不同意导盲犬坐公共交通工具。是怕狗咬还是怎么的。谁会用没有受过专业训练的导盲犬，所以导盲犬不会随便吠你，除非你做了些啥，也不会伤害你。http://t.cn/A6AwZS8i,0,0,2,04月30日
73,74,骑鱼小鲁班,【#交警扮盲人带导盲犬坐公交被赶#，狗狗哭了】近日，山西太原。交警莉姐扮盲人体验生活，带导盲犬上公交车被拒，有乘客骂骂咧咧，说耽误别人的事，被赶下车的导盲犬委屈地哭了。据相关法规导盲犬可以乘坐公共交通。（素材来源：网络）交警扮盲人带导盲犬坐公交被赶，狗狗哭了 澎湃新闻的微博视频,0,0,0,04月30日
74,75,深情的熙微,:#被骂哭的导盲犬主人说几乎每天被赶##交警扮盲人带导盲犬坐公交被赶#只能说有的人素质教育差、 导盲犬出入公共场所乘坐公共交通被拒，如何保护盲人的权利呢？,1,0,0,04月30日
75,76,铜马电力,:【#你愿和导盲犬同行吗#如果愿意的话，请在评论里点亮一颗,0,0,0,04月30日
76,77,OVID奥岚雪,【#交警扮盲人带导盲犬坐公交被赶#，狗狗哭了】近日，山西太原。交警莉姐扮盲人体验生活，带导盲犬上公交车被拒，有乘客骂骂咧咧，说耽误别人的事，被赶下车的导盲犬委屈地哭了。据相关法规导盲犬可以乘坐公共交通。（素材来源：网络）交警扮盲人带导盲犬坐公交被赶，狗狗哭了 澎湃新闻的微博视频,0,0,0,04月30日
77,78,上城共青团,:【你愿和它们同行吗？#我愿意接纳导盲犬#，支持请转！】近日，一段“交警扮盲人带导盲犬坐公交被赶”的视频引发关注。导盲犬是温顺聪明、训练有素的工作犬，世界上还没发生过导盲犬伤人事件。导盲犬不是普通的狗狗，它们能够帮助视力残障人士正常出行，是盲人的眼睛。与爱同行，接纳导盲犬，转发呼吁！,1,0,0,04月30日
78,79,崑龙温泉旅游度假景区,:#交警扮盲人带导盲犬坐公交被赶#,0,0,0,04月30日
79,80,uxda国际用户体验创新大赛,:#被骂哭的导盲犬主人说几乎每天被赶#【导盲犬坐公交被骂哭，主人说几乎每天被赶】#交警扮盲人带导盲犬坐公交被赶#近日，山西太原。莉姐体验盲人生活，与盲人和导盲犬坐公交被拒，有乘客出口骂人。导盲犬主人称这样的事几乎每天都在发生，而狗狗每次被拒和被骂，回来都要低落很久#你#我愿意和导盲犬同行#http://t.cn/A6A4YMQH,5,0,0,04月30日
80,81,大肚子的齐天大圣,【#交警扮盲人带导盲犬坐公交被赶#,0,0,0,04月30日
81,82,交广领航,:【转发倡议：#我愿意和导盲犬同行#！,1,0,0,04月30日
82,83,Y露憬,【#交警扮盲人带导盲犬坐公交被赶#,0,0,0,04月30日
