Unnamed: 0,xuhao,author,content,zan,zhuanfa,pinglun,public_time
10,11,法治日报,:#带你见见光#【起底虐猫产业链：涉未成年人，私人定制视频售卖价达四千元！,108,38,95,04月25日
11,12,中国企业家杂志,:【起底虐猫产业链：涉未成年人，私人定制视频售卖价达四千元】#虐猫大学生退学后仍存在虐猫行为#山东理工大四学生范某庆拍摄虐猫视频贩卖被退学后，有知情人士向记者爆料，称范某庆依然存在虐猫行为。记者调查发现，范某庆背后，有一条完整的虐猫黑色产业链，这个群体被称为“舒克”。知情人士透露，“舒克”从动物救助站、送养人士处收集“货源”，捕捉大量流浪猫，制作原创虐猫视频线上贩卖，可选品种、大小及电击火烤开水烫等施虐方式，售价从10元到数百元不等，私人订制可达四千元。进群购买需先向群主提供购买者本人原创虐猫视频以验明身份。据了解，舒克群体包含未成年人，最小年龄10岁。http://t.cn/A6webSFG,17,10,17,04月25日
12,13,电商在线,:起底虐猫产业链：涉未成年人，私人定制视频售卖价达四千元！#虐猫大学生退学后仍存在虐猫行为#山东理工大四学生范某庆拍摄虐猫视频贩卖被退学后，有知情人士向记者爆料，称范某庆依然存在虐猫行为。记者调查发现，范某庆背后，有一条完整的虐猫黑色产业链，这个群体被称为“舒克”。知情人士透露，“舒克”从动物救助站、送养人士处收集“货源”，捕捉大量流浪猫，制作原创虐猫视频线上贩卖，可选品种、大小及电击火烤开水烫等施虐方式，售价从10元到数百元不等，私人订制可达四千元。进群购买需先向群主提供购买者本人原创虐猫视频以验明身份。据了解，舒克群体包含未成年人，最小年龄10岁。http://t.cn/A6webSFG,25,5,31,04月25日
13,14,杭州日报,:【起底虐猫产业链：涉未成年人，私人定制视频售卖价达四千元】#虐猫大学生退学后仍存在虐猫行为#山东理工大四学生范某庆拍摄虐猫视频贩卖被退学后，有知情人士向记者爆料，称范某庆依然存在虐猫行为。记者调查发现，范某庆背后，有一条完整的虐猫黑色产业链，这个群体被称为“舒克”。知情人士透露，“舒克”从动物救助站、送养人士处收集“货源”，捕捉大量流浪猫，制作原创虐猫视频线上贩卖，可选品种、大小及电击火烤开水烫等施虐方式，售价从10元到数百元不等，私人订制可达四千元。进群购买需先向群主提供购买者本人原创虐猫视频以验明身份。据了解，舒克群体包含未成年人，最小年龄10岁。http://t.cn/A6webSFG,11,6,8,04月25日
14,15,安徽交通广播,:【起底虐猫产业链：涉未成年人，私人定制视频售卖价达四千元】#虐猫大学生退学后仍存在虐猫行为#山东理工大四学生范某庆拍摄虐猫视频贩卖被退学后，有知情人士向记者爆料，称范某庆依然存在虐猫行为。记者调查发现，范某庆背后，有一条完整的虐猫黑色产业链，这个群体被称为“舒克”。知情人士透露，“舒克”从动物救助站、送养人士处收集“货源”，捕捉大量流浪猫，制作原创虐猫视频线上贩卖，可选品种、大小及电击火烤开水烫等施虐方式，售价从10元到数百元不等，私人订制可达四千元。进群购买需先向群主提供购买者本人原创虐猫视频以验明身份。据了解，舒克群体包含未成年人，最小年龄10岁。http://t.cn/A6webSFG,1,0,1,04月25日
15,16,五环短视频,:【起底虐猫产业链：涉未成年人，私人定制视频售卖价达四千元】#虐猫大学生退学后仍存在虐猫行为#山东理工大四学生范某庆拍摄虐猫视频贩卖被退学后，有知情人士向记者爆料，称范某庆依然存在虐猫行为。记者调查发现，范某庆背后，有一条完整的虐猫黑色产业链，这个群体被称为“舒克”。知情人士透露，“舒克”从动物救助站、送养人士处收集“货源”，捕捉大量流浪猫，制作原创虐猫视频线上贩卖，可选品种、大小及电击火烤开水烫等施虐方式，售价从10元到数百元不等，私人订制可达四千元。进群购买需先向群主提供购买者本人原创虐猫视频以验明身份。据了解，舒克群体包含未成年人，最小年龄10岁。http://t.cn/A6webSFG,20,14,21,04月25日
16,17,老板联播,:【起底虐猫产业链：涉未成年人，私人定制视频售卖价达四千元】#虐猫大学生退学后仍存在虐猫行为#山东理工大四学生范某庆拍摄虐猫视频贩卖被退学后，有知情人士向记者爆料，称范某庆依然存在虐猫行为。记者调查发现，范某庆背后，有一条完整的虐猫黑色产业链，这个群体被称为“舒克”。知情人士透露，“舒克”从动物救助站、送养人士处收集“货源”，捕捉大量流浪猫，制作原创虐猫视频线上贩卖，可选品种、大小及电击火烤开水烫等施虐方式，售价从10元到数百元不等，私人订制可达四千元。进群购买需先向群主提供购买者本人原创虐猫视频以验明身份。据了解，舒克群体包含未成年人，最小年龄10岁。http://t.cn/A6webSFG,49,19,21,04月25日
17,18,凯迪猫眼看人,:【起底虐猫产业链：涉未成年人，私人定制视频售卖价达四千元】#虐猫大学生退学后仍存在虐猫行为#山东理工大四学生范某庆拍摄虐猫视频贩卖被退学后，有知情人士向记者爆料，称范某庆依然存在虐猫行为。记者调查发现，范某庆背后，有一条完整的虐猫黑色产业链，这个群体被称为“舒克”。知情人士透露，“舒克”从动物救助站、送养人士处收集“货源”，捕捉大量流浪猫，制作原创虐猫视频线上贩卖，可选品种、大小及电击火烤开水烫等施虐方式，售价从10元到数百元不等，私人订制可达四千元。进群购买需先向群主提供购买者本人原创虐猫视频以验明身份。据了解，舒克群体包含未成年人，最小年龄10岁。http://t.cn/A6webSFG,1,0,2,04月25日
18,19,中国妇女报,:【起底虐猫产业链：涉未成年人，私人定制视频售卖价达四千元】#虐猫大学生退学后仍存在虐猫行为#山东理工大四学生范某庆拍摄虐猫视频贩卖被退学后，有知情人士向记者爆料，称范某庆依然存在虐猫行为。记者调查发现，范某庆背后，有一条完整的虐猫黑色产业链，这个群体被称为“舒克”。知情人士透露，“舒克”从动物救助站、送养人士处收集“货源”，捕捉大量流浪猫，制作原创虐猫视频线上贩卖，可选品种、大小及电击火烤开水烫等施虐方式，售价从10元到数百元不等，私人订制可达四千元。进群购买需先向群主提供购买者本人原创虐猫视频以验明身份。据了解，舒克群体包含未成年人，最小年龄10岁。http://t.cn/A6webSFG,39,13,4,04月25日
19,20,平安随州,:【起底虐猫产业链：涉未成年人，私人定制视频售卖价达四千元】#虐猫大学生退学后仍存在虐猫行为#山东理工大四学生范某庆拍摄虐猫视频贩卖被退学后，有知情人士向记者爆料，称范某庆依然存在虐猫行为。记者调查发现，范某庆背后，有一条完整的虐猫黑色产业链，这个群体被称为“舒克”。知情人士透露，“舒克”从动物救助站、送养人士处收集“货源”，捕捉大量流浪猫，制作原创虐猫视频线上贩卖，可选品种、大小及电击火烤开水烫等施虐方式，售价从10元到数百元不等，私人订制可达四千元。进群购买需先向群主提供购买者本人原创虐猫视频以验明身份。据了解，舒克群体包含未成年人，最小年龄10岁。http://t.cn/A6webSFG,0,0,0,04月25日
20,21,河北青年报,:【起底虐猫产业链：涉未成年人，私人定制视频售卖价达四千元】#虐猫大学生退学后仍存在虐猫行为#山东理工大四学生范某庆拍摄虐猫视频贩卖被退学后，有知情人士向记者爆料，称范某庆依然存在虐猫行为。记者调查发现，范某庆背后，有一条完整的虐猫黑色产业链，这个群体被称为“舒克”。知情人士透露，“舒克”从动物救助站、送养人士处收集“货源”，捕捉大量流浪猫，制作原创虐猫视频线上贩卖，可选品种、大小及电击火烤开水烫等施虐方式，售价从10元到数百元不等，私人订制可达四千元。进群购买需先向群主提供购买者本人原创虐猫视频以验明身份。据了解，舒克群体包含未成年人，最小年龄10岁。http://t.cn/A6webSFG(中新周刊),3,0,2,04月25日
21,22,网易财经,:【#起底虐猫黑色产业链#：涉未成年人，私人定制视频可达四千元】山东理工大四学生范某庆拍摄虐猫视频贩卖被退学后，有知情人士向记者爆料，称范某庆依然存在虐猫行为。记者调查发现，范某庆背后，有一条完整的虐猫黑色产业链，这个群体被称为“舒克”。知情人士透露，“舒克”从动物救助站、送养人士处收集“货源”，捕捉大量流浪猫，制作原创虐猫视频线上贩卖，可选品种、大小及电击火烤开水烫等施虐方式，售价从10元到数百元不等，私人订制可达四千元。进群购买需先向群主提供购买者本人原创虐猫视频以验明身份。据了解，舒克群体包含未成年人，最小年龄10岁。#大学生拍摄虐猫视频贩卖#http://t.cn/A6webSFG,26,15,15,04月25日
22,23,贵州日报官微,:【起底虐猫产业链：涉未成年人，私人定制视频售卖价达四千元】#虐猫大学生退学后仍存在虐猫行为#山东理工大四学生范某庆拍摄虐猫视频贩卖被退学后，有知情人士向记者爆料，称范某庆依然存在虐猫行为。记者调查发现，范某庆背后，有一条完整的虐猫黑色产业链，这个群体被称为“舒克”。知情人士透露，“舒克”从动物救助站、送养人士处收集“货源”，捕捉大量流浪猫，制作原创虐猫视频线上贩卖，可选品种、大小及电击火烤开水烫等施虐方式，售价从10元到数百元不等，私人订制可达四千元。进群购买需先向群主提供购买者本人原创虐猫视频以验明身份。据了解，舒克群体包含未成年人，最小年龄10岁。http://t.cn/A6webSFG,0,1,0,04月25日
23,24,海西晨报,:【起底虐猫产业链：涉未成年人，私人定制视频售卖价达四千元】#虐猫大学生退学后仍存在虐猫行为#山东理工大四学生范某庆拍摄虐猫视频贩卖被退学后，有知情人士向记者爆料，称范某庆依然存在虐猫行为。记者调查发现，范某庆背后，有一条完整的虐猫黑色产业链，这个群体被称为“舒克”。知情人士透露，“舒克”从动物救助站、送养人士处收集“货源”，捕捉大量流浪猫，制作原创虐猫视频线上贩卖，可选品种、大小及电击火烤开水烫等施虐方式，售价从10元到数百元不等，私人订制可达四千元。进群购买需先向群主提供购买者本人原创虐猫视频以验明身份。据了解，舒克群体包含未成年人，最小年龄10岁。http://t.cn/A6webSFG,0,0,0,04月25日
24,25,商界BUSINESS,:【起底虐猫产业链，涉未成年人，私人定制视频售卖价达四千元】#虐猫大学生退学后仍存在虐猫行为#山东理工大四学生范某庆拍摄虐猫视频贩卖被退学后，有知情人士向记者爆料，称范某庆依然存在虐猫行为。记者调查发现，范某庆背后，有一条完整的虐猫黑色产业链，这个群体被称为“舒克”。知情人士透露，“舒克”从动物救助站、送养人士处收集“货源”，捕捉大量流浪猫，制作原创虐猫视频线上贩卖，可选品种、大小及电击火烤开水烫等施虐方式，售价从10元到数百元不等，私人订制可达四千元。进群购买需先向群主提供购买者本人原创虐猫视频以验明身份。据了解，舒克群体包含未成年人，最小年龄10岁。http://t.cn/A6webSFG,16,2,6,04月25日
25,26,钱江晚报,:【起底虐猫产业链：涉未成年人，私人定制视频售卖价达四千元】#虐猫大学生退学后仍存在虐猫行为#山东理工大四学生范某庆拍摄虐猫视频贩卖被退学后，有知情人士向记者爆料，称范某庆依然存在虐猫行为。记者调查发现，范某庆背后，有一条完整的虐猫黑色产业链，这个群体被称为“舒克”。知情人士透露，“舒克”从动物救助站、送养人士处收集“货源”，捕捉大量流浪猫，制作原创虐猫视频线上贩卖，可选品种、大小及电击火烤开水烫等施虐方式，售价从10元到数百元不等，私人订制可达四千元。进群购买需先向群主提供购买者本人原创虐猫视频以验明身份。据了解，舒克群体包含未成年人，最小年龄10岁。http://t.cn/A6webSFG,24,18,23,04月25日
26,27,映象网,:【起底虐猫产业链：涉未成年人，私人定制视频售卖价达四千元】#虐猫大学生退学后仍存在虐猫行为#山东理工大四学生范某庆拍摄虐猫视频贩卖被退学后，有知情人士向记者爆料，称范某庆依然存在虐猫行为。记者调查发现，范某庆背后，有一条完整的虐猫黑色产业链，这个群体被称为“舒克”。知情人士透露，“舒克”从动物救助站、送养人士处收集“货源”，捕捉大量流浪猫，制作原创虐猫视频线上贩卖，可选品种、大小及电击火烤开水烫等施虐方式，售价从10元到数百元不等，私人订制可达四千元。进群购买需先向群主提供购买者本人原创虐猫视频以验明身份。据了解，舒克群体包含未成年人，最小年龄10岁http://t.cn/A6webSFG,1,0,1,04月25日
27,28,白水检察,:【#起底虐猫产业链#：涉未成年人，私人定制视频可达四千元】#虐猫大学生退学后仍存在虐猫行为#山东理工大四学生范某庆拍摄虐猫视频贩卖被退学后，有知情人士向记者爆料，称范某庆依然存在虐猫行为。记者调查发现，范某庆背后，有一条完整的虐猫黑色产业链，这个群体被称为“舒克”。知情人士透露，“舒克”从动物救助站、送养人士处收集“货源”，捕捉大量流浪猫，制作原创虐猫视频线上贩卖，可选品种、大小及电击火烤开水烫等施虐方式，售价从10元到数百元不等，私人订制可达四千元。进群购买需先向群主提供购买者本人原创虐猫视频以验明身份。据了解，舒克群体包含未成年人，最小年龄10岁。http://t.cn/A6webSFG,2,2,2,04月25日
28,29,蓝鲸财经记者工作平台,:【鲸视频：起底虐猫产业链，涉未成年人，私人定制视频售卖价达四千元】#虐猫大学生退学后仍存在虐猫行为#山东理工大四学生范某庆拍摄虐猫视频贩卖被退学后，有知情人士向记者爆料，称范某庆依然存在虐猫行为。记者调查发现，范某庆背后，有一条完整的虐猫黑色产业链，这个群体被称为“舒克”。知情人士透露，“舒克”从动物救助站、送养人士处收集“货源”，捕捉大量流浪猫，制作原创虐猫视频线上贩卖，可选品种、大小及电击火烤开水烫等施虐方式，售价从10元到数百元不等，私人订制可达四千元。进群购买需先向群主提供购买者本人原创虐猫视频以验明身份。据了解，舒克群体包含未成年人，最小年龄10岁。http://t.cn/A6webSFG,2006,826,201,04月25日
29,30,安徽高院,:#小皖提醒#【#起底虐猫产业链#：涉未成年人，私人定制视频可达四千元】#虐猫大学生退学后仍存在虐猫行为#山东理工大四学生范某庆拍摄虐猫视频贩卖被退学后，有知情人士向记者爆料，称范某庆依然存在虐猫行为。记者调查发现，范某庆背后，有一条完整的虐猫黑色产业链，这个群体被称为“舒克”。知情人士透露，“舒克”从动物救助站、送养人士处收集“货源”，捕捉大量流浪猫，制作原创虐猫视频线上贩卖，可选品种、大小及电击火烤开水烫等施虐方式，售价从10元到数百元不等，私人订制可达四千元。进群购买需先向群主提供购买者本人原创虐猫视频以验明身份。据了解，舒克群体包含未成年人，最小年龄10岁。http://t.cn/A6webSFG,0,0,0,04月25日
30,31,观察者网,:【起底虐猫产业链：涉未成年人，私人定制视频售卖价达四千元】#虐猫大学生退学后仍存在虐猫行为#山东理工大四学生范某庆拍摄虐猫视频贩卖被退学后，有知情人士向记者爆料，称范某庆依然存在虐猫行为。记者调查发现，范某庆背后，有一条完整的虐猫黑色产业链，这个群体被称为“舒克”。知情人士透露，“舒克”从动物救助站、送养人士处收集“货源”，捕捉大量流浪猫，制作原创虐猫视频线上贩卖，可选品种、大小及电击火烤开水烫等施虐方式，售价从10元到数百元不等，私人订制可达四千元。进群购买需先向群主提供购买者本人原创虐猫视频以验明身份。据了解，舒克群体包含未成年人，最小年龄10岁。http://t.cn/A6webSFG,1883,858,532,04月25日
31,32,董事会杂志,:【起底虐猫产业链：涉未成年人，私人定制视频售卖价达四千元】#虐猫大学生退学后仍存在虐猫行为#山东理工大四学生范某庆拍摄虐猫视频贩卖被退学后，有知情人士向记者爆料，称范某庆依然存在虐猫行为。记者调查发现，范某庆背后，有一条完整的虐猫黑色产业链，这个群体被称为“舒克”。知情人士透露，“舒克”从动物救助站、送养人士处收集“货源”，捕捉大量流浪猫，制作原创虐猫视频线上贩卖，可选品种、大小及电击火烤开水烫等施虐方式，售价从10元到数百元不等，私人订制可达四千元。进群购买需先向群主提供购买者本人原创虐猫视频以验明身份。据了解，舒克群体包含未成年人，最小年龄10岁。http://t.cn/A6webSFG,1,0,1,04月25日
32,33,新浪科技,:【起底虐猫产业链：涉未成年人，私人定制视频售卖价达四千元】#虐猫大学生退学后仍存在虐猫行为#山东理工大四学生范某庆拍摄虐猫视频贩卖被退学后，有知情人士向记者爆料，称范某庆依然存在虐猫行为。记者调查发现，范某庆背后，有一条完整的虐猫黑色产业链，这个群体被称为“舒克”。知情人士透露，“舒克”从动物救助站、送养人士处收集“货源”，捕捉大量流浪猫，制作原创虐猫视频线上贩卖，可选品种、大小及电击火烤开水烫等施虐方式，售价从10元到数百元不等，私人订制可达四千元。进群购买需先向群主提供购买者本人原创虐猫视频以验明身份。据了解，舒克群体包含未成年人，最小年龄10岁。http://t.cn/A6webSFG,127,43,75,04月25日
33,34,中国搜索,:【起底虐猫产业链：涉未成年人，私人定制视频售卖价达四千元】#虐猫大学生退学后仍存在虐猫行为#山东理工大四学生范某庆拍摄虐猫视频贩卖被退学后，有知情人士向记者爆料，称范某庆依然存在虐猫行为。记者调查发现，范某庆背后，有一条完整的虐猫黑色产业链，这个群体被称为“舒克”。知情人士透露，舒克群体包含未成年人，最小年龄10岁。“舒克”从动物救助站、送养人士处收集“货源”，捕捉大量流浪猫，制作原创虐猫视频线上贩卖，可选品种、大小及电击火烤开水烫等施虐方式，售价从10元到数百元不等，私人订制可达四千元。进群购买需先向群主提供购买者本人原创虐猫视频以验明身份。http://t.cn/A6webSFG,2,3,0,04月25日
34,35,北京青年报,:【起底虐猫产业链：涉未成年人，私人定制视频售卖价达四千元】#虐猫大学生退学后仍存在虐猫行为#山东理工大四学生范某庆拍摄虐猫视频贩卖被退学后，有知情人士向记者爆料，称范某庆依然存在虐猫行为。记者调查发现，范某庆背后，有一条完整的虐猫黑色产业链，这个群体被称为“舒克”。知情人士透露，舒克群体包含未成年人，最小年龄10岁。“舒克”从动物救助站、送养人士处收集“货源”，捕捉大量流浪猫，制作原创虐猫视频线上贩卖，可选品种、大小及电击火烤开水烫等施虐方式，售价从10元到数百元不等，私人订制可达四千元。进群购买需先向群主提供购买者本人原创虐猫视频以验明身份。http://t.cn/A6webSFG,132,39,58,04月25日
35,36,正义南康,:【起底虐猫产业链：涉未成年人，私人定制视频售卖价达四千元】#虐猫大学生退学后仍存在虐猫行为#山东理工大四学生范某庆拍摄虐猫视频贩卖被退学后，有知情人士向记者爆料，称范某庆依然存在虐猫行为。记者调查发现，范某庆背后，有一条完整的虐猫黑色产业链，这个群体被称为“舒克”。知情人士透露，“舒克”从动物救助站、送养人士处收集“货源”，捕捉大量流浪猫，制作原创虐猫视频线上贩卖，可选品种、大小及电击火烤开水烫等施虐方式，售价从10元到数百元不等，私人订制可达四千元。进群购买需先向群主提供购买者本人原创虐猫视频以验明身份。据了解，舒克群体包含未成年人，最小年龄10岁。@中国新闻周刊http://t.cn/A6webSFG,4,0,4,04月25日
36,37,新浪视频,:【起底虐猫产业链：涉未成年人，私人定制视频售卖价达四千元】#虐猫大学生退学后仍存在虐猫行为#山东理工大四学生范某庆拍摄虐猫视频贩卖被退学后，有知情人士向记者爆料，称范某庆依然存在虐猫行为。记者调查发现，范某庆背后，有一条完整的虐猫黑色产业链，这个群体被称为“舒克”。知情人士透露，“舒克”从动物救助站、送养人士处收集“货源”，捕捉大量流浪猫，制作原创虐猫视频线上贩卖，可选品种、大小及电击火烤开水烫等施虐方式，售价从10元到数百元不等，私人订制可达四千元。进群购买需先向群主提供购买者本人原创虐猫视频以验明身份。据了解，舒克群体包含未成年人，最小年龄10岁。@中国新闻周刊http://t.cn/A6webSFG,262,42,78,04月25日
37,38,凤凰通讯社重庆站,:【#起底虐猫黑色产业链#：涉未成年人，私人定制视频可达四千元】山东理工大四学生范某庆拍摄虐猫视频贩卖被退学后，有知情人士向记者爆料，称范某庆依然存在虐猫行为。记者调查发现，范某庆背后，有一条完整的虐猫黑色产业链，这个群体被称为“舒克”。知情人士透露，“舒克”从动物救助站、送养人士处收集“货源”，捕捉大量流浪猫，制作原创虐猫视频线上贩卖，可选品种、大小及电击火烤开水烫等施虐方式，售价从10元到数百元不等，私人订制可达四千元。进群购买需先向群主提供购买者本人原创虐猫视频以验明身份。据了解，舒克群体包含未成年人，最小年龄10岁。#大学生拍摄虐猫视频贩卖#http://t.cn/A6wedf1F,0,0,0,04月25日
38,39,ZAKER,:【起底虐猫产业链：涉未成年人，私人定制视频可达四千元】#虐猫大学生退学后仍存在虐猫行为#山东理工大四学生范某庆拍摄虐猫视频贩卖被退学后，有知情人士向记者爆料，称范某庆依然存在虐猫行为。记者调查发现，范某庆背后，有一条完整的虐猫黑色产业链，这个群体被称为“舒克”。知情人士透露，“舒克”从动物救助站、送养人士处收集“货源”，捕捉大量流浪猫，制作原创虐猫视频线上贩卖，可选品种、大小及电击火烤开水烫等施虐方式，售价从10元到数百元不等，私人订制可达四千元。进群购买需先向群主提供购买者本人原创虐猫视频以验明身份。据了解，舒克群体包含未成年人，最小年龄10岁。http://t.cn/A6webSFG,3,1,3,04月25日
39,40,AI财经社,:【#起底虐猫黑色产业链#：涉未成年人，私人定制视频可达四千元】山东理工大四学生范某庆拍摄虐猫视频贩卖被退学后，有知情人士向记者爆料，称范某庆依然存在虐猫行为。记者调查发现，范某庆背后，有一条完整的虐猫黑色产业链，这个群体被称为“舒克”。知情人士透露，“舒克”从动物救助站、送养人士处收集“货源”，捕捉大量流浪猫，制作原创虐猫视频线上贩卖，可选品种、大小及电击火烤开水烫等施虐方式，售价从10元到数百元不等，私人订制可达四千元。进群购买需先向群主提供购买者本人原创虐猫视频以验明身份。据了解，舒克群体包含未成年人，最小年龄10岁。#大学生拍摄虐猫视频贩卖#http://t.cn/A6webSFG,23,21,14,04月25日
