Unnamed: 0,xuhao,author,content,zan,zhuanfa,pinglun,public_time
74,81,乌审旗反邪教,#大学生拍摄虐猫视频贩卖#【山东一#大学生虐猫拍视频贩卖#】4月8日，有网友爆料称山东理工大学大四学生范某某虐杀流浪猫，并拍视频贩卖。视频中多只猫遭到焚烧、鞭打等虐待行为。在范某某给买家提供的图片中，网友发现，电脑桌面上有一份山东理工大学毕业设计文件。记者向山东理工大学求证此事，党委办公室工作人员称，学校接到舆情后已介入此事。（新京报我们视频）http://t.cn/A6w7QN6y,0,0,0,04月12日
75,82,抚州资溪发布,:#大学生拍摄虐猫视频贩卖#【虐猫学生该受何种处罚？中国绿发会：没有直接法律依据】近日网曝山东理工大学大四学生范某某虐待流浪猫并拍视频贩卖，涉事学生该受何种处罚引起网友热议。南都记者连线中国生物多样性保护与绿色发展基金会法律工作委员会秘书长马勇，他表示，虐待猫狗一类的非野生动物，大多都是在道德层面谴责，没有处罚的直接法律依据，因此违法成本较低。绿会一直在推进动物保护方面的立法。你支持#为动物立法#吗？ LN视频的微博视频http://t.cn/A6wbJj5H,24,7,12,04月12日
76,83,延平检察,#南检君分享#【#大学生拍摄虐猫视频贩卖#校方：正在处理中】近日，网友爆料山东理工大学一名大四学生虐待流浪猫，并拍摄视频通过网络宣传贩卖 。其中大多数动物为学校流浪猫，两个月内死亡80只。对此山东理工大学回应称，是本校的学生，目前该学生已将视频全部删除，事情正在进一步调查处理中。@沸点视频http://t.cn/A6w7cTVh,0,0,0,04月12日
77,84,湖北私家车广播,:#大学生拍摄虐猫视频贩卖#【虐猫学生该受何种处罚？中国绿发会：没有直接法律依据】近日网曝山东理工大学大四学生范某某虐待流浪猫并拍视频贩卖，涉事学生该受何种处罚引起网友热议。南都记者连线中国生物多样性保护与绿色发展基金会法律工作委员会秘书长马勇，他表示，虐待猫狗一类的非野生动物，大多都是在道德层面谴责，没有处罚的直接法律依据，因此违法成本较低。绿会一直在推进动物保护方面的立法。你支持#为动物立法#吗？http://t.cn/A6wyDXTX,24,1,7,04月12日
78,85,南方都市报,:#大学生拍摄虐猫视频贩卖#【虐猫学生该受何种处罚？中国绿发会：没有直接法律依据】近日网曝山东理工大学大四学生范某某虐待流浪猫并拍视频贩卖，涉事学生该受何种处罚引起网友热议。南都记者连线中国生物多样性保护与绿色发展基金会法律工作委员会秘书长马勇，他表示，虐待猫狗一类的非野生动物，大多都是在道德层面谴责，没有处罚的直接法律依据，因此违法成本较低。绿会一直在推进动物保护方面的立法。你支持#为动物立法#吗？http://t.cn/A6wyDXTX,1230,96,298,04月11日
79,86,齐鲁网,:#网曝山东理工大学学生拍摄虐猫视频贩卖#【#大学生出售虐猫视频疑似还有上家[怒]#藏身“高考冲刺群”出售视频 】 山东理工大学虐猫学生疑似还有上家 藏身“高考冲刺群”出售视频,1080,211,244,04月11日
80,87,N视频,:#大学生拍摄虐猫视频贩卖#【虐猫学生该受何种处罚？中国绿发会：没有直接法律依据】近日网曝山东理工大学大四学生范某某虐待流浪猫并拍视频贩卖，涉事学生该受何种处罚引起网友热议。南都记者连线中国生物多样性保护与绿色发展基金会法律工作委员会秘书长马勇，他表示，虐待猫狗一类的非野生动物，大多都是在道德层面谴责，没有处罚的直接法律依据，因此违法成本较低。绿会一直在推进动物保护方面的立法。你支持#为动物立法#吗？http://t.cn/A6wyDXTX,31,0,0,04月11日
81,88,法而德,:#法律快讯#【山东理工大学#大学生拍摄虐猫视频贩卖两个月致80只流浪猫死亡,0,0,0,04月11日
82,89,四川观察新闻眼,:【#山东理工大学回应学生虐猫#：已对虐猫学生批评教育】#拍摄虐猫视频大学生道歉#近日，网友爆料山东理工大学一名大四学生虐待流浪猫。在猫还存活的情况下，用剥皮、掏肠、火烧、电击等残忍的方式虐待，并拍摄视频通过网络宣传贩卖 。9日，@山东理工大学发布声明称：经核实，事件中所涉当事人范源庆为我校数学与统计学院2016级学生。学校已对该生进行严肃批评教育，并责令其对本事件造成的不良影响向广大网友致歉。当日，当事学生范源庆@天骁的小猫咪321也发布道歉声明称：今后，我将做一个爱惜动物的人，来弥补自己犯下的错误。恳请大家相信我，给我一次改过的机会。http://t.cn/A6wLS8vY,109,5,40,04月11日
83,90,四川工会法律援助,:【#高校回应学生拍视频虐猫#：已责令其道歉，将严肃处理】山东理工大学一名大四学生被指虐猫，还拍摄并贩卖相关视频。4月9日，@山东理工大学发布声明称，近日，有微博反映范源庆虐猫及在网上发布虐猫视频，经核实，该事件中所涉当事人范源庆为该校数学与统计学院2016级学生。学校对此事件高度重视，已对该生进行严肃批评教育，并责令其对本事件造成的不良影响向广大网友致歉。学校将进一步调查研究，依法依规严肃处理。http://t.cn/A6w7uqNe,5,0,3,04月10日
84,91,N视频,:#拍摄虐猫视频大学生道歉#【虐猫学生所属高校称已批评，律师呼吁相应法律应尽快进入立法程序】近日，山东理工大学大四学生范某某虐待流浪猫并拍视频贩卖，引发网友热议。4月9日，山东理工大学表示，已对该生进行严肃批评教育。涉事学生在网上致歉。南都记者连线北京德翔律师事务所主任、中国法学会会员安翔律师，他表示，范某某制作非法出版物，可能构成非法经营罪；他扰乱了社会公共秩序，可以进行拘留；同时他违反高等教育法中对学生思想品德的规定，不该取得毕业证和学位。#山东理工大学回应学生虐猫#http://t.cn/A6w2SGdg,552,70,181,04月10日
85,92,它基金,:【#请山东理工开除虐猫学生#】面对#大学生拍摄虐猫视频贩卖#的行为，不是一句道歉可以解决的事。作为一个成年人，以及即将步入社会的大四学生，他应当为自己的行为付出代价。#拍摄虐猫视频大学生道歉#山东理工大学学生范源庆疯狂虐猫 想道歉了事？,2736,1221,514,04月10日
86,93,海峡都市报,:【山东理工大学#大学生拍摄虐猫视频贩卖#两个月致80只流浪猫死亡,13,1,20,04月10日
87,94,搜狐视频,:【拍摄虐猫视频大学生道歉：给我一次改过的机会】近日，网友爆料山东理工大学一名大四学生虐待流浪猫并拍摄视频通过网络宣传贩卖 。当事人@天骁的小猫咪321通过微博向网友道歉：“我诚心接受网友的谴责和学校的批评教育，也愿意承担由此不良行为所带来的一切后果。今后，我将做一个爱惜动物的人，来弥补自己犯下的错误。恳请大家相信我，给我一次改过的机会。”http://t.cn/A6wAmbdR,272,30,120,04月10日
88,95,新浪舆情通,:【大学生被曝虐猫，网友齐呼吁严惩施虐者】山东理工大学一名大四学生被指虐猫，还拍摄并贩卖相关视频。事件不断发酵后，虐猫当事人道歉。新浪舆情通分析显示，网友对于对虐猫行为表示气愤，希望严惩虐猫者，同时认为相关视频的购买者值得深挖。#大学生拍摄虐猫视频贩卖##拍摄虐猫视频大学生道歉#http://t.cn/A6wAnciG,0,0,0,04月10日
89,96,电影杂志MOVIE,:2019年12月播出的犯罪纪录3集剧集《别惹猫咪：网络杀手大搜捕》从一个网络发布虐猫视频惹怒爱猫者调查真凶入手，牵连出几年前在加拿大发生的真实杀人案——凶手为求出名从虐猫开始，犯罪逐步升级。剧集在叙事悬念的铺设递进颇有戏剧性，但也欠缺对于受害者和他家人的一个交代，更缺少对杀手目前状况的采访披露，看起来更像用纪录片方式制作的罪案剧。但片中表达的当代人沉迷于虚拟世界，每一次点击都是在鼓励作恶者发布新的视频的观点，是在向观众敲响“网络犯罪”的警钟！剧集最后，那些花费了2年时间追查虐猫人的成员们反思：我们是不是卢卡（凶手）的共犯？他是不是利用了我们来实现他的故事？我们是不是喂养了这个禽兽？#拍摄虐猫视频大学生道歉##大学生拍摄虐猫视频贩卖#PS，为表现凶手的冷血有残忍不适镜头，观看需谨慎！http://t.cn/A6wARQLd,15,1,2,04月10日
90,97,临潼检察,:【#高校回应学生拍视频虐猫#：已责令其道歉，将严肃处理】山东理工大学一名大四学生被指虐猫，还拍摄并贩卖相关视频。4月9日，@山东理工大学发布声明称，近日，有微博反映范源庆虐猫及在网上发布虐猫视频，经核实，该事件中所涉当事人范源庆为该校数学与统计学院2016级学生。学校对此事件高度重视，已对该生进行严肃批评教育，并责令其对本事件造成的不良影响向广大网友致歉。学校将进一步调查研究，依法依规严肃处理。@陕西检察@西安检察http://t.cn/A6w7uqNe,7,2,2,04月10日
91,98,CCTV热线12,:#北京一小区多只流浪猫遭钢钉射伤#【评论员观点：媒体传播要注重科学客观  不能哗众取宠】央广评论员张彬认为，疫情发生期间，确实随着那一些个别的猫，狗，甚至老虎感染了新冠病毒，呈现阳性，让很多人产生了恐慌，包括一些自媒体的断章取义，哗众取宠，希望能利用这样一个疫情，利用猫狗可能存在感染的情况，人畜共患的话题，造成了很多宠物主人的恐慌。如今不管是世卫组织，还是国家的权威部门都已经就猫狗患病的问题，进行了辟谣。自媒体报道的同时不能只为了吸引眼球，更应该以事实为依据，尽量科普和揭露真相，哗众取宠的做法不仅让人会遭受到相应的伤害，宠物也会遭受到相应的伤害。#大学生拍摄虐猫视频贩卖#猫和狗都是伴侣动物，一旦把它们遗弃掉之后。不仅对我们的防控形势不利，甚至可能会造成人类，和社会环境的更加恶化，从另一个角度来讲，我们今天称它为伴侣动物，当我们面临着新冠疫情肆虐的时候，我们更需要对自己的宠物负起责任。#拍摄虐猫视频大学生道歉#http://t.cn/A6wA8eV2,24,6,0,04月10日
92,99,青羊检察,:发布了头条文章：《山东一大学生拍摄虐猫视频贩卖，校方回应了》  山东一大学生拍摄虐猫视频贩卖，校方回应了,1,0,0,04月10日
93,100,鹤岗检察,:#拍摄虐猫视频大学生道歉#【#高校回应学生拍视频虐猫#：已责令涉事学生道歉，将严肃处理】4月9日，山东一高校学生虐猫事件在网上热议。随后当事人发表声明道歉。学生所属高校表示，已对该生进行严肃批评教育，将严肃处理。#大学生拍摄虐猫视频贩卖#http://t.cn/A6wwxXCGhttp://mapi/005S9DoFly1gdonqh2qx3j30u01t042c,0,0,1,04月10日
94,101,龙江检察,:#新闻追踪##带你见见光#【#拍摄虐猫视频大学生道歉#：感到无地自容 深深懊悔】#大学生拍摄虐猫视频贩卖#时间视频的微博视频,19,10,15,04月10日
95,102,中大英才公考,:【#山东理工大学回应学生虐猫#：正在处理中,0,0,0,04月10日
96,103,常州武进检察,:#武检说法#【#拍摄虐猫视频大学生道歉#：给我一次改过的机会】#大学生拍摄虐猫视频贩卖#近日，网友爆料山东理工大学一名大四学生虐待流浪猫。在猫还存活的情况下，用剥皮、掏肠、火烧、电击等残忍的方式虐待，并拍摄视频通过网络宣传贩卖 。@天骁的小猫咪321通过微博向网友道歉：我诚心接受网友的谴责和学校的批评教育，也愿意承担由此不良行为所带来的一切后果。今后，我将做一个爱惜动物的人，来弥补自己犯下的错误。恳请大家相信我，给我一次改过的机会。,3,1,1,04月10日
97,104,博山检察,:#新闻追踪##带你见见光#【#拍摄虐猫视频大学生道歉#：感到无地自容 深深懊悔】近日，网曝#大学生拍摄虐猫视频贩卖#，手段极其残忍，并将虐猫过程拍下视频兜售牟利。9日，西六路派出所民警表示，当日已接到报案，正在调查。9日晚，@天骁的小猫咪321发布微博向公众道歉：对于本人虐猫及在网上发布、转发虐猫视频的行为感到无地自容，深深懊悔。愿意承担由此不良行为所带来的一切后果，恳请大家给我一次改过的机会。via.时间视频http://t.cn/A6w7R35ehttp://t.cn/A6w7R35e,0,0,0,04月10日
98,105,小客科技官微,:拍摄并贩卖虐猫视频的大学生认错：我将做一个爱惜动物的人 拍摄并贩卖虐猫视频的大学生认错：我将做一个爱惜动物的人,2,0,0,04月10日
99,106,抚州资溪发布,:#拍摄虐猫视频大学生道歉#【#高校回应学生拍视频虐猫#：已责令涉事学生道歉，将严肃处理】4月9日，山东一高校学生虐猫事件在网上热议。随后当事人发表声明道歉。学生所属高校表示，已对该生进行严肃批评教育，将严肃处理。#大学生拍摄虐猫视频贩卖#LN视频的微博视频  抚州资溪发布的微博视频,6,0,2,04月10日
100,107,寒亭-检察,:#新闻追踪##带你见见光#【#拍摄虐猫视频大学生道歉#：感到无地自容 深深懊悔】近日，网曝#大学生拍摄虐猫视频贩卖#，手段极其残忍，并将虐猫过程拍下视频兜售牟利。9日，西六路派出所民警表示，当日已接到报案，正在调查。9日晚，@天骁的小猫咪321发布微博向公众道歉：对于本人虐猫及在网上发布、转发虐猫视频的行为感到无地自容，深深懊悔。愿意承担由此不良行为所带来的一切后果，恳请大家给我一次改过的机会。via.时间视频http://t.cn/A6w7R35e,87,14,39,04月10日
101,108,兰州城那点事儿,:【山东理工大学回应学生虐猫：已责令其道歉，将严肃处理】网曝#大学生拍虐猫视频贩卖#，4月9日，@山东理工大学发布声明称，近日，有微博反映范源庆虐猫及在网上发布虐猫视频，经核实，该事件中所涉当事人范源庆为该校数学与统计学院2016级学生。学校对此事件高度重视，已对该生进行严肃批评教育，并责令其对本事件造成的不良影响向广大网友致歉。学校将进一步调查研究，依法依规严肃处理。#拍摄虐猫视频大学生道歉#山东理工大学虐猫事件当事人范源庆在其个人微博账号@天骁的小猫咪321发布了道歉信，诚心接受网友的谴责和学校的批评教育，并诚恳的道歉和悔过@澎湃新闻http://t.cn/A6wz9DPd,0,0,0,04月10日
102,109,新津法院,:#带你见见光#【#拍摄虐猫视频大学生道歉#：感到无地自容 深深懊悔】近日，网曝#大学生拍摄虐猫视频贩卖#，手段极其残忍，并将虐猫过程拍下视频兜售牟利。9日，西六路派出所民警表示，当日已接到报案，正在调查。9日晚，@天骁的小猫咪321发布微博向公众道歉：对于本人虐猫及在网上发布、转发虐猫视频的行为感到无地自容，深深懊悔。愿意承担由此不良行为所带来的一切后果，恳请大家给我一次改过的机会。via.时间视频http://t.cn/A6w7R35e,4,1,0,04月10日
103,110,富平检察,:【#山东理工大学回应学生虐猫#：正在处理中,0,0,0,04月10日
104,111,垫江法院,:#带你见见光#【#山东理工大学回应学生虐猫#：正在处理中,0,0,0,04月10日
105,112,十堰晚报,:#拍摄虐猫视频大学生道歉#【#高校回应学生拍视频虐猫#：已责令涉事学生道歉，将严肃处理】4月9日，山东一高校学生虐猫事件在网上热议。随后当事人发表声明道歉。学生所属高校表示，已对该生进行严肃批评教育，将严肃处理。#大学生拍摄虐猫视频贩卖#N视频的微博视频,5,0,9,04月10日
106,113,21CN官方微博,:【#拍摄虐猫视频大学生道歉#：给我一次改过的机会】大学生拍摄虐猫视频贩卖，近日，网友爆料山东理工大学一名大四学生虐待流浪猫。在猫还存活的情况下，用剥皮、掏肠、火烧、电击等残忍的方式虐待，并拍摄视频通过网络宣传贩卖。该学生通过微博向网友道歉：我诚心接受网友的谴责和学校的批评教育，也愿意承担由此不良行为所带来的一切后果。今后，我将做一个爱惜动物的人，来弥补自己犯下的错误。恳请大家相信我，给我一次改过的机会。,3,0,2,04月10日
107,114,DowieToy,【山东理工大学#大学生拍摄虐猫视频贩卖#两个月致80只流浪猫死亡,0,0,0,04月10日
108,115,沈阳沈河公安,:【山东理工大学回应学生虐猫：已责令其道歉，将严肃处理】网曝#大学生拍虐猫视频贩卖#，4月9日，@山东理工大学发布声明称，近日，有微博反映范源庆虐猫及在网上发布虐猫视频，经核实，该事件中所涉当事人范源庆为该校数学与统计学院2016级学生。学校对此事件高度重视，已对该生进行严肃批评教育，并责令其对本事件造成的不良影响向广大网友致歉。学校将进一步调查研究，依法依规严肃处理。#拍摄虐猫视频大学生道歉#山东理工大学虐猫事件当事人范源庆在其个人微博账号@天骁的小猫咪321发布了道歉信，诚心接受网友的谴责和学校的批评教育，并诚恳的道歉和悔过@澎湃新闻http://t.cn/A6wwxXCG,54,4,46,04月10日
109,116,蒲城检察,:#拍摄虐猫视频大学生道歉#【#高校回应学生拍视频虐猫#：已责令涉事学生道歉，将严肃处理】4月9日，山东一高校学生虐猫事件在网上热议。随后当事人发表声明道歉。学生所属高校表示，已对该生进行严肃批评教育，将严肃处理。#大学生拍摄虐猫视频贩卖#http://t.cn/A6wwxXCGhttp://mapi/005S9DoFly1gdonqh2qx3j30u01t042c,10,3,10,04月10日
110,117,安宁检察,:#拍摄虐猫视频大学生道歉#【#高校回应学生拍视频虐猫#：已责令涉事学生道歉，将严肃处理】4月9日，山东一高校学生虐猫事件在网上热议。随后当事人发表声明道歉。学生所属高校表示，已对该生进行严肃批评教育，将严肃处理。#大学生拍摄虐猫视频贩卖#http://t.cn/A6wwxXCGhttp://mapi/005S9DoFly1gdonqh2qx3j30u01t042c,33,0,37,04月10日
111,118,建阳检察,#南检君分享#【#大学生拍摄虐猫视频贩卖#校方：正在处理中】近日，网友爆料山东理工大学一名大四学生虐待流浪猫，并拍摄视频通过网络宣传贩卖 。其中大多数动物为学校流浪猫，两个月内死亡80只。对此山东理工大学回应称，是本校的学生，目前该学生已将视频全部删除，事情正在进一步调查处理中。@沸点视频http://t.cn/A6w7cTVh,0,0,0,04月10日
112,119,绩溪法院,:#新闻追踪##带你见见光#【#拍摄虐猫视频大学生道歉#：感到无地自容 深深懊悔】近日，网曝#大学生拍摄虐猫视频贩卖#，手段极其残忍，并将虐猫过程拍下视频兜售牟利。9日，西六路派出所民警表示，当日已接到报案，正在调查。9日晚，@天骁的小猫咪321发布微博向公众道歉：对于本人虐猫及在网上发布、转发虐猫视频的行为感到无地自容，深深懊悔。愿意承担由此不良行为所带来的一切后果，恳请大家给我一次改过的机会。via.时间视频http://t.cn/A6w7R35e,9,0,11,04月10日
113,120,潼关检察,:#拍摄虐猫视频大学生道歉#【#高校回应学生拍视频虐猫#：已责令涉事学生道歉，将严肃处理】4月9日，山东一高校学生虐猫事件在网上热议。随后当事人发表声明道歉。学生所属高校表示，已对该生进行严肃批评教育，将严肃处理。#大学生拍摄虐猫视频贩卖#N视频的微博视频,7,2,7,04月10日
114,121,中国禁毒在线,:#拍摄虐猫视频大学生道歉#【#高校回应学生拍视频虐猫#：已责令涉事学生道歉，将严肃处理】4月9日，山东一高校学生虐猫事件在网上热议。随后当事人发表声明道歉。学生所属高校表示，已对该生进行严肃批评教育，将严肃处理。#大学生拍摄虐猫视频贩卖#N视频的微博视频,34,1,11,04月10日
115,122,澄城检察,:#拍摄虐猫视频大学生道歉#【#高校回应学生拍视频虐猫#：已责令涉事学生道歉，将严肃处理】4月9日，山东一高校学生虐猫事件在网上热议。随后当事人发表声明道歉。学生所属高校表示，已对该生进行严肃批评教育，将严肃处理。#大学生拍摄虐猫视频贩卖#N视频的微博视频,2,1,1,04月10日
116,123,昆明官渡检察,:#新闻追踪##带你见见光#【#拍摄虐猫视频大学生道歉#：感到无地自容 深深懊悔】近日，网曝#大学生拍摄虐猫视频贩卖#，手段极其残忍，并将虐猫过程拍下视频兜售牟利。9日，西六路派出所民警表示，当日已接到报案，正在调查。9日晚，@天骁的小猫咪321发布微博向公众道歉：对于本人虐猫及在网上发布、转发虐猫视频的行为感到无地自容，深深懊悔。愿意承担由此不良行为所带来的一切后果，恳请大家给我一次改过的机会。#拍摄虐猫视频大学生道歉#via.时间视频http://t.cn/A6w7R35e,1,0,1,04月10日
117,124,华阴检察,:#拍摄虐猫视频大学生道歉#【#高校回应学生拍视频虐猫#：已责令涉事学生道歉，将严肃处理】4月9日，山东一高校学生虐猫事件在网上热议。随后当事人发表声明道歉。学生所属高校表示，已对该生进行严肃批评教育，将严肃处理。#大学生拍摄虐猫视频贩卖#N视频的微博视频,2,0,1,04月10日
118,125,青白江司法,:#新闻追踪##带你见见光#【#拍摄虐猫视频大学生道歉#：感到无地自容 深深懊悔】近日，网曝#大学生拍摄虐猫视频贩卖#，手段极其残忍，并将虐猫过程拍下视频兜售牟利。9日，西六路派出所民警表示，当日已接到报案，正在调查。9日晚，@天骁的小猫咪321发布微博向公众道歉：对于本人虐猫及在网上发布、转发虐猫视频的行为感到无地自容，深深懊悔。愿意承担由此不良行为所带来的一切后果，恳请大家给我一次改过的机会。via.时间视频http://t.cn/A6w7R35e,2,0,3,04月10日
119,126,法制网,:#新闻追踪##带你见见光#【#拍摄虐猫视频大学生道歉#：感到无地自容 深深懊悔】近日，网曝#大学生拍摄虐猫视频贩卖#，手段极其残忍，并将虐猫过程拍下视频兜售牟利。9日，西六路派出所民警表示，当日已接到报案，正在调查。9日晚，@天骁的小猫咪321发布微博向公众道歉：对于本人虐猫及在网上发布、转发虐猫视频的行为感到无地自容，深深懊悔。愿意承担由此不良行为所带来的一切后果，恳请大家给我一次改过的机会。via.时间视频http://t.cn/A6w7R35e,39,12,26,04月10日
120,127,五邑法苑,:【拍摄虐猫视频大学生道歉：给我一次改过的机会】近日，网友爆料@山东理工大学一名大四学生虐待流浪猫。在猫还存活的情况下，用剥皮、掏肠、火烧、电击等残忍的方式虐待，并拍摄视频通过网络宣传贩卖 。今天（9日）晚上21时许，@天骁的小猫咪321通过微博向网友道歉：我诚心接受网友的谴责和学校的批评教育，也愿意承担由此不良行为所带来的一切后果。今后，我将做一个爱惜动物的人，来弥补自己犯下的错误。恳请大家相信我，给我一次改过的机会。,0,0,0,04月10日
121,128,山东永达信息科技有限公司官微,:【#山东理工大学回应学生虐猫#：正在处理中,0,0,0,04月10日
122,129,凤凰中心,:【猫咪大片】这么可爱的小动物，不爱也请不要伤害！,2,0,0,04月10日
123,130,钦州反邪,【山东理工大学#大学生拍摄虐猫视频贩卖#两个月致80只流浪猫死亡,1,0,0,04月10日
124,131,中大教师资格教育,:【#拍摄虐猫视频大学生道歉#：给我一次改过的机会】#大学生拍摄虐猫视频贩卖#,5,0,2,04月10日
125,132,和谐回民区,#大学生拍摄虐猫视频贩卖#【山东一#大学生虐猫拍视频贩卖#】4月8日，有网友爆料称山东理工大学大四学生范某某虐杀流浪猫，并拍视频贩卖。视频中多只猫遭到焚烧、鞭打等虐待行为。在范某某给买家提供的图片中，网友发现，电脑桌面上有一份山东理工大学毕业设计文件。记者向山东理工大学求证此事，党委办公室工作人员称，学校接到舆情后已介入此事。（新京报我们视频）http://t.cn/A6w7QN6y,0,0,0,04月10日
126,133,上海反邪教,:【#拍摄虐猫视频大学生道歉#：给我一次改过的机会,13,6,9,04月10日
127,134,都江堰司法,:【#高校回应学生拍视频虐猫#：已责令其道歉，将严肃处理】山东理工大学一名大四学生被指虐猫，还拍摄并贩卖相关视频。4月9日，@山东理工大学发布声明称，近日，有微博反映范源庆虐猫及在网上发布虐猫视频，经核实，该事件中所涉当事人范源庆为该校数学与统计学院2016级学生。学校对此事件高度重视，已对该生进行严肃批评教育，并责令其对本事件造成的不良影响向广大网友致歉。学校将进一步调查研究，依法依规严肃处理。http://t.cn/A6w7uqNe,3,1,2,04月10日
128,135,星见映像,:我们底大园子空有草色凄迷，你底莅临象是碧波千顷中驶来一只小帆船，完成画幅的美丽，也为我们载来了欢喜。有什么东西的飘坠像这样轻、软，落地缓缓？你底步履是暮春的花朵，你有大家闺秀的风范。有时候却又像淘气的小姑娘，你发愣，皱眉，为了一只蝴蝶底逃脱；忽然又追绕着自己底尾巴捉迷藏。阳光下你底身体像水的倾注，舒展得那么没有保留。你困慵的姿态也这般好看；还眯着眼，学老太婆参禅。女性的一切美德你都拥有，有时也像一个谜，在无邪的游戏里毫无预告，突然抓破我地手。有人说你是伪善，我想你是出于疑心或顽皮，但若这样够多么好：没有疑心，顽皮也顽皮得合理。#山东理工大学回应学生虐猫##拍摄虐猫视频大学生道歉##大学生拍摄虐猫视频贩卖#,2,0,0,04月10日
129,136,正义南康,:发布了头条文章：《山东一大学生拍摄虐猫视频贩卖，校方回应了》  山东一大学生拍摄虐猫视频贩卖，校方回应了,17,2,3,04月10日
130,137,博山检察,:【#拍摄虐猫视频大学生道歉#：感到深深懊悔，给我一次改过的机会】近日，网友爆料山东理工大学一名大四学生虐待流浪猫。在猫还存活的情况下，用剥皮、火烧、电击等残忍的方式虐待，并拍摄视频通过网络宣传贩卖。9日晚，@天骁的小猫咪321发布微博向公众道歉：对于本人虐猫及在网上发布、转发虐猫视频的行为感到无地自容，深深懊悔。诚心接受网友的谴责和学校的批评教育，也愿意承担由此不良行为所带来的一切后果，恳请大家给我一次改过的机会。http://t.cn/A6w7R35e@时间视频http://t.cn/A6w7R35e,1,0,0,04月10日
131,138,德院社团联合会,:#大学生拍摄虐猫视频贩卖#小联很气愤,8,0,0,04月10日
132,139,南京广播电视台,:【#山东理工大学回应学生虐猫#：已对虐猫学生批评教育】#拍摄虐猫视频大学生道歉#近日，网友爆料山东理工大学一名大四学生虐待流浪猫。在猫还存活的情况下，用剥皮、掏肠、火烧、电击等残忍的方式虐待，并拍摄视频通过网络宣传贩卖 。9日，@山东理工大学发布声明称：经核实，事件中所涉当事人范源庆为我校数学与统计学院2016级学生。学校已对该生进行严肃批评教育，并责令其对本事件造成的不良影响向广大网友致歉。当日，当事学生范源庆@天骁的小猫咪321也发布道歉声明称：今后，我将做一个爱惜动物的人，来弥补自己犯下的错误。恳请大家相信我，给我一次改过的机会。,45,0,19,04月10日
133,140,晶视频,:#晶•视频#【两个月致80只流浪猫死亡 山东理工学生承认虐猫并道歉】近日，网友爆料山东理工大学一名大四学生虐待流浪猫，在猫还存活的情况下，用剥皮、掏肠、火烧、电击等残忍的方式虐待，并拍摄视频通过网络宣传贩卖 。目前校方已发表声明，而学生本人承认虐猫并公开道歉。#大学生拍摄虐猫视频贩卖##拍摄虐猫视频大学生道歉#@晶报http://t.cn/A6wwpXGm,9,1,1,04月10日
134,141,华商网,:【#山东理工大学回应学生虐猫#：已对虐猫学生批评教育】#拍摄虐猫视频大学生道歉#近日，网友爆料山东理工大学一名大四学生虐待流浪猫。在猫还存活的情况下，用剥皮、掏肠、火烧、电击等残忍的方式虐待，并拍摄视频通过网络宣传贩卖 。9日，@山东理工大学发布声明称：经核实，事件中所涉当事人范源庆为我校数学与统计学院2016级学生。学校已对该生进行严肃批评教育，并责令其对本事件造成的不良影响向广大网友致歉。当日，当事学生范源庆@天骁的小猫咪321也发布道歉声明称：今后，我将做一个爱惜动物的人，来弥补自己犯下的错误。恳请大家相信我，给我一次改过的机会。（新华日报）,122,3,38,04月10日
135,142,新华日报,:【#山东理工大学回应学生虐猫#：已对虐猫学生批评教育】#拍摄虐猫视频大学生道歉#近日，网友爆料山东理工大学一名大四学生虐待流浪猫。在猫还存活的情况下，用剥皮、掏肠、火烧、电击等残忍的方式虐待，并拍摄视频通过网络宣传贩卖 。9日，@山东理工大学发布声明称：经核实，事件中所涉当事人范源庆为我校数学与统计学院2016级学生。学校已对该生进行严肃批评教育，并责令其对本事件造成的不良影响向广大网友致歉。当日，当事学生范源庆@天骁的小猫咪321也发布道歉声明称：今后，我将做一个爱惜动物的人，来弥补自己犯下的错误。恳请大家相信我，给我一次改过的机会。,384,19,135,04月10日
136,143,津云,:【“给我一次改过的机会”#拍摄虐猫视频大学生道歉#，山东理工大学回应】近日，网友爆料山东理工大学一名大四学生虐待流浪猫。在猫还存活的情况下，用剥皮、掏肠、火烧、电击等残忍的方式虐待，并拍摄视频通过网络宣传贩卖 。9日晚上21时许，@天骁的小猫咪321通过微博向网友道歉：我诚心接受网友的谴责和学校的批评教育，也愿意承担由此不良行为所带来的一切后果。今后，我将做一个爱惜动物的人，来弥补自己犯下的错误。恳请大家相信我，给我一次改过的机会。在其发布道歉声明前，9日早些时候，@山东理工大学发布声明称：经核实，事件中所涉当事人范源庆为我校数学与统计学院2016级学生。学校已对该生进行严肃批评教育，并责令其对本事件造成的不良影响向广大网友致歉。http://t.cn/A6wwNXzj,9,0,3,04月10日
137,144,ETtoday新聞雲,:【#拍摄虐猫视频大学生道歉#：给我一次改过的机会】#大学生拍摄虐猫视频贩卖#近日，网友爆料山东理工大学一名大四学生虐待流浪猫。在猫还存活的情况下，用剥皮、掏肠、火烧、电击等残忍的方式虐待，并拍摄视频通过网络宣传贩卖 。@天骁的小猫咪321通过微博向网友道歉：我诚心接受网友的谴责和学校的批评教育，也愿意承担由此不良行为所带来的一切后果。今后，我将做一个爱惜动物的人，来弥补自己犯下的错误。恳请大家相信我，给我一次改过的机会。(via@头条新闻),52,0,20,04月10日
