Unnamed: 0,xuhao,author,content,zan,zhuanfa,pinglun,public_time
27,28,漠宏庵,:【“养女性侵”案外的性同意界限：年龄、性教育与特殊职责人】“山东高管被指性侵养女案”持续发酵，性同意一词引发热议。性同意要同时满足当事人有意愿、达到性同意年龄两个要求。每个国家都有法定性同意年龄，低于此年龄的人无论同意与否，成年人只要和TA发生性关系就构成强奸。我国性同意年龄是14岁，国外以16-18周岁居多，#我国性同意年龄是否该提高#也引发探讨。（综合）@新京报http://t.cn/A6wowCeK凭心而论，14岁什么事也不懂，而且身心处于成长发育阶段，为了切实保护好未成年人权宜，建议将性同意年龄提高到16周岁以上。,10,0,15,04月18日
28,29,看贵州,:#国外法定性同意年龄多为16-18周岁#【“养女性侵”案外的性同意界限：年龄、性教育与特殊职责人】“山东高管被指性侵养女案”持续发酵，性同意一词引发热议。性同意要同时满足当事人有意愿、达到性同意年龄两个要求。每个国家都有法定性同意年龄，低于此年龄的人无论同意与否，成年人只要和TA发生性关系就构成强奸。我国性同意年龄是14岁，国外以16-18周岁居多，#我国性同意年龄是否该提高#也引发探讨。（综合）@新京报http://t.cn/A6wowCeK,3,0,6,04月18日
29,30,赤水美食攻略,:#国外法定性同意年龄多为16-18周岁#【“养女性侵”案外的性同意界限：年龄、性教育与特殊职责人】“山东高管被指性侵养女案”持续发酵，性同意一词引发热议。性同意要同时满足当事人有意愿、达到性同意年龄两个要求。每个国家都有法定性同意年龄，低于此年龄的人无论同意与否，成年人只要和TA发生性关系就构成强奸。我国性同意年龄是14岁，国外以16-18周岁居多，#我国性同意年龄是否该提高#也引发探讨。（综合）@新京报http://t.cn/A6wowCeK,0,0,0,04月18日
30,31,每日微博搞笑排行榜,:#国外法定性同意年龄多为16-18周岁#【“养女性侵”案外的性同意界限：年龄、性教育与特殊职责人】“山东高管被指性侵养女案”持续发酵，性同意一词引发热议。性同意要同时满足当事人有意愿、达到性同意年龄两个要求。每个国家都有法定性同意年龄，低于此年龄的人无论同意与否，成年人只要和TA发生性关系就构成强奸。我国性同意年龄是14岁，国外以16-18周岁居多，#我国性同意年龄是否该提高#也引发探讨。（综合）@新京报http://t.cn/A6wowCeK,0,0,0,04月18日
31,32,三联生活周刊,:【专访 | 未成年人被性侵案，法律做好准备了吗？】近日，山东烟台某上市公司前高管鲍某被指性侵“养女”一案引发了广泛关注。如何界定二人的关系？又如何保护满14岁的未成年人的权益？本案中的监护人有何责任？这些本案当中关注的焦点，其实也是办理未成年人性侵案的难点。为此，本刊专访了北京青少年法律援助与研究中心主任、北京市法学会未成年人法学研究会会长佟丽华。http://t.cn/A6wpDPPF,1904,691,501,04月18日
32,33,每日书荐,:#我国性同意年龄是否该提高#“山东高管被指性侵养女案”持续发酵，性同意一词引发热议。性同意要同时满足当事人有意愿、达到性同意年龄两个要求。每个国家都有法定性同意年龄，低于此年龄的人无论同意与否，成年人只要和TA发生性关系就构成强奸。我国性同意年龄是14岁，国外以16-18周岁居多。你认为是否该提高呢？http://t.cn/A6wpeGug,270,3,3,04月18日
33,34,冰曦水龙吟,:【“养女性侵”案外的性同意界限：年龄、性教育与特殊职责人】“山东高管被指性侵养女案”持续发酵，性同意一词引发热议。#性同意要同时满足有意愿和达到年龄两个要求#。每个国家都有法定性同意年龄，低于此年龄的人无论同意与否，成年人只要和TA发生性关系就构成强奸。我国性同意年龄是14岁，国外以16-18周岁居多，#我国性同意年龄是否该提高#也引发讨论。http://t.cn/A6wowCeK@新京报动新闻,0,0,0,04月18日
34,35,神转评,:#我国性同意年龄是否该提高##国外法定性同意年龄多为16-18周岁#【“养女性侵”案外的性同意界限：年龄、性教育与特殊职责人】“山东高管被指性侵养女案”持续发酵，性同意一词引发热议。性同意要同时满足当事人有意愿、达到性同意年龄两个要求。每个国家都有法定性同意年龄，低于此年龄的人无论同意与否，成年人只要和TA发生性关系就构成强奸。我国性同意年龄是14岁，国外以16-18周岁居多，我国性同意年龄是否该提高也引发探讨。http://t.cn/A6woLnFB,3,1,6,04月18日
35,36,风云独揽,:#我国性同意年龄是否该提高#“山东高管被指性侵养女案”持续发酵，性同意一词引发热议。性同意要同时满足当事人有意愿、达到性同意年龄两个要求。每个国家都有法定性同意年龄，低于此年龄的人无论同意与否，成年人只要和TA发生性关系就构成强奸。我国性同意年龄是14岁，国外以16-18周岁居多，你认为呢？#推文#http://t.cn/RJyjtcN,7,0,3,04月18日
36,37,确食好味道,:#我国性同意年龄是否该提高##国外法定性同意年龄多为16-18周岁#【“养女性侵”案外的性同意界限：年龄、性教育与特殊职责人】“山东高管被指性侵养女案”持续发酵，性同意一词引发热议。性同意要同时满足当事人有意愿、达到性同意年龄两个要求。每个国家都有法定性同意年龄，低于此年龄的人无论同意与否，成年人只要和TA发生性关系就构成强奸。我国性同意年龄是14岁，国外以16-18周岁居多，#我国性同意年龄是否该提高#也引发探讨。（综合）@新京报http://t.cn/A6wowCeK,0,0,0,04月18日
37,38,营口新闻哥,:#国外法定性同意年龄多为16-18周岁#【“养女性侵”案外的性同意界限：年龄、性教育与特殊职责人】“山东高管被指性侵养女案”持续发酵，性同意一词引发热议。性同意要同时满足当事人有意愿、达到性同意年龄两个要求。每个国家都有法定性同意年龄，低于此年龄的人无论同意与否，成年人只要和TA发生性关系就构成强奸。我国性同意年龄是14岁，国外以16-18周岁居多，#我国性同意年龄是否该提高#也引发探讨。（综合）@新京报http://t.cn/A6wowCeK,1,0,0,04月18日
38,39,戳心了老铁,:#我国性同意年龄是否该提高#“山东高管被指性侵养女案”持续发酵，性同意一词引发热议，性同意要同时满足当事人有意愿、达到性同意年龄两个要求，提高年龄是可以的，毕竟未成年人的主观意识还没成熟，也是对未成年人保护措施的一个提升，但不管年龄多少，发生关系必须双方意愿一致。,0,0,0,04月17日
39,40,旅游播报,:我们做个投票调查吧#我国性同意年龄是否该提高##国外法定性同意年龄多为16-18周岁#【“养女性侵”案外的性同意界限：年龄、性教育与特殊职责人】“山东高管被指性侵养女案”持续发酵，性同意一词引发热议。性同意要同时满足当事人有意愿、达到性同意年龄两个要求。每个国家都有法定性同意年龄，低于此年龄的人无论同意与否，成年人只要和TA发生性关系就构成强奸。我国性同意年龄是14岁，国外以16-18周岁居多，#我国性同意年龄是否该提高#也引发探讨。http://t.cn/A6w9gjzP,288,3,1,04月17日
40,41,星魁,:#我国性同意年龄是否该提高#【“养女性侵”案外的性同意界限：年龄、性教育与特殊职责人】“山东高管被指性侵养女案”持续发酵，性同意一词引发热议。性同意要同时满足当事人有意愿、达到性同意年龄两个要求。每个国家都有法定性同意年龄，低于此年龄的人无论同意与否，成年人只要和TA发生性关系就构成强奸。我国性同意年龄是14岁，国外以16-18周岁居多，也引发探讨。（综合）@新京报http://t.cn/A6wowCeK,0,0,0,04月17日
41,42,一枚军粉,:#我国性同意年龄是否该提高#“山东高管被指性侵养女案”持续发酵，“性同意”一词引发热议,9,0,1,04月17日
42,43,极客科技侠,:#国外法定性同意年龄多为16-18周岁#【“养女性侵”案外的性同意界限：年龄、性教育与特殊职责人】“山东高管被指性侵养女案”持续发酵，性同意一词引发热议。性同意要同时满足当事人有意愿、达到性同意年龄两个要求。每个国家都有法定性同意年龄，低于此年龄的人无论同意与否，成年人只要和TA发生性关系就构成强奸。我国性同意年龄是14岁，国外以16-18周岁居多。http://t.cn/z8p7yqY,0,0,3,04月17日
43,44,赤水美食攻略,:#国外法定性同意年龄多为16-18周岁#【“养女性侵”案外的性同意界限：年龄、性教育与特殊职责人】“山东高管被指性侵养女案”持续发酵，性同意一词引发热议。性同意要同时满足当事人有意愿、达到性同意年龄两个要求。每个国家都有法定性同意年龄，低于此年龄的人无论同意与否，成年人只要和TA发生性关系就构成强奸。我国性同意年龄是14岁，国外以16-18周岁居多，#我国性同意年龄是否该提高#也引发探讨。（综合）@新京报http://t.cn/A6wowCeK,0,0,1,04月17日
44,45,双流区妇女联合会,:【“养女性侵”案外的性同意界限：年龄、性教育与特殊职责人】“山东高管被指性侵养女案”持续发酵，性同意一词引发热议。#性同意要同时满足有意愿和达到年龄两个要求#。每个国家都有法定性同意年龄，低于此年龄的人无论同意与否，成年人只要和TA发生性关系就构成强奸。我国性同意年龄是14岁，国外以16-18周岁居多，#我国性同意年龄是否该提高#也引发讨论。@新京报动新闻http://t.cn/A6wowCeK,0,0,0,04月17日
45,46,一句情话给你听,:#我国性同意年龄是否该提高#“山东高管被指性侵养女案”持续发酵，性同意一词引发热议，性同意要同时满足当事人有意愿、达到性同意年龄两个要求，提高年龄是可以的，毕竟未成年人的主观意识还没成熟，也是对未成年人保护措施的一个提升，但不管年龄多少，发生关系必须双方意愿一致。,0,0,0,04月17日
46,47,每日书荐,:#我国性同意年龄是否该提高#【“养女性侵”案外的性同意界限：年龄、性教育与特殊职责人】“山东高管被指性侵养女案”持续发酵，性同意一词引发热议。性同意要同时满足当事人有意愿、达到性同意年龄两个要求。每个国家都有法定性同意年龄，低于此年龄的人无论同意与否，成年人只要和TA发生性关系就构成强奸。我国性同意年龄是14岁，国外以16-18周岁居多，#我国性同意年龄是否该提高#也引发探讨。http://t.cn/A6wowCeK,2,2,1,04月17日
47,48,书摘手记,:#国外法定性同意年龄多为16-18周岁#【“养女性侵”案外的性同意界限：年龄、性教育与特殊职责人】“山东高管被指性侵养女案”持续发酵，性同意一词引发热议。性同意要同时满足当事人有意愿、达到性同意年龄两个要求。每个国家都有法定性同意年龄，低于此年龄的人无论同意与否，成年人只要和TA发生性关系就构成强奸。我国性同意年龄是14岁，国外以16-18周岁居多，#我国性同意年龄是否该提高#也引发探讨。http://t.cn/A6wowCeK,0,0,0,04月17日
48,49,杨杨杨方俊,:#国外法定性同意年龄多为16-18周岁#【“养女性侵”案外的性同意界限：年龄、性教育与特殊职责人】“山东高管被指性侵养女案”持续发酵，性同意一词引发热议。性同意要同时满足当事人有意愿、达到性同意年龄两个要求。每个国家都有法定性同意年龄，低于此年龄的人无论同意与否，成年人只要和TA发生性关系就构成强奸。我国性同意年龄是14岁，国外以16-18周岁居多，#我国性同意年龄是否该提高#也引发探讨。（综合）@新京报http://t.cn/A6woTWT1,0,0,1,04月17日
49,50,赵林-甘露公益,:#国外法定性同意年龄多为16-18周岁#【“养女性侵”案外的性同意界限：年龄、性教育与特殊职责人】“山东高管被指性侵养女案”持续发酵，性同意一词引发热议。性同意要同时满足当事人有意愿、达到性同意年龄两个要求。每个国家都有法定性同意年龄，低于此年龄的人无论同意与否，成年人只要和TA发生性关系就构成强奸。我国性同意年龄是14岁，国外以16-18周岁居多，大家也引发探讨。（综合）@新京报#博爱精神#http://t.cn/A6wowCeK,2,2,3,04月17日
50,51,漠宏庵,:#我国性同意年龄是否该提高##国外法定性同意年龄多为16-18周岁#【“养女性侵”案外的性同意界限：年龄、性教育与特殊职责人】“山东高管被指性侵养女案”持续发酵，性同意一词引发热议。性同意要同时满足当事人有意愿、达到性同意年龄两个要求。每个国家都有法定性同意年龄，低于此年龄的人无论同意与否，成年人只要和TA发生性关系就构成强奸。我国性同意年龄是14岁，国外以16-18周岁居多，#我国性同意年龄是否该提高#也引发探讨。（综合）@新京报http://t.cn/A6wowCeK凭心而论，14岁什么事也不懂，而且身心处于成长发育阶段，为了切实保护好未成年人权宜，建议将性同意年龄提高到16周岁以上。,4,2,11,04月17日
51,52,宜兴交通台,:#国外法定性同意年龄多为16-18周岁#【“养女性侵”案外的性同意界限：年龄、性教育与特殊职责人】“山东高管被指性侵养女案”持续发酵，性同意一词引发热议。性同意要同时满足当事人有意愿、达到性同意年龄两个要求。每个国家都有法定性同意年龄，低于此年龄的人无论同意与否，成年人只要和TA发生性关系就构成强奸。我国性同意年龄是14岁，国外以16-18周岁居多，#我国性同意年龄是否该提高#也引发探讨。（综合）@新京报动新闻http://t.cn/A6woLnFB,0,0,0,04月17日
52,53,七彩淄博,:#国外法定性同意年龄多为16-18周岁#【“养女性侵”案外的性同意界限：年龄、性教育与特殊职责人】“山东高管被指性侵养女案”持续发酵，性同意一词引发热议。性同意要同时满足当事人有意愿、达到性同意年龄两个要求。每个国家都有法定性同意年龄，低于此年龄的人无论同意与否，成年人只要和TA发生性关系就构成强奸。我国性同意年龄是14岁，国外以16-18周岁居多，#我国性同意年龄是否该提高#也引发探讨。（综合）@新京报http://t.cn/A6wowCeKhttp://t.cn/RyhQbsN,2,0,2,04月17日
53,54,网红领域,:#我国性同意年龄是否该提高##小贴士#“山东高管被指性侵养女案”持续发酵，性同意一词引发热议。性同意要同时满足当事人有意愿、达到性同意年龄两个要求。,0,2,2,04月17日
54,55,凤凰周刊,:#国外法定性同意年龄多为16-18周岁#【“养女性侵”案外的性同意界限：年龄、性教育与特殊职责人】“山东高管被指性侵养女案”持续发酵，性同意一词引发热议。性同意要同时满足当事人有意愿、达到性同意年龄两个要求。每个国家都有法定性同意年龄，低于此年龄的人无论同意与否，成年人只要和TA发生性关系就构成强奸。我国性同意年龄是14岁，国外以16-18周岁居多，#我国性同意年龄是否该提高#也引发探讨。（综合）@新京报动新闻http://t.cn/A6woLnFB,218,42,71,04月17日
55,56,网红写真,:#我国性同意年龄是否该提高##小贴士#“山东高管被指性侵养女案”持续发酵，性同意一词引发热议。性同意要同时满足当事人有意愿、达到性同意年龄两个要求。,0,2,2,04月17日
56,57,旅行城,:#国外法定性同意年龄多为16-18周岁#【“养女性侵”案外的性同意界限：年龄、性教育与特殊职责人】“山东高管被指性侵养女案”持续发酵，性同意一词引发热议。性同意要同时满足当事人有意愿、达到性同意年龄两个要求。每个国家都有法定性同意年龄，低于此年龄的人无论同意与否，成年人只要和TA发生性关系就构成强奸。我国性同意年龄是14岁，国外以16-18周岁居多，#我国性同意年龄是否该提高#也引发探讨。http://t.cn/A6wKo0Yl,1,1,1,04月17日
57,58,阳山花非花,:#国外法定性同意年龄多为16-18周岁#【“养女性侵”案外的性同意界限：年龄、性教育与特殊职责人】“山东高管被指性侵养女案”持续发酵，性同意一词引发热议。性同意要同时满足当事人有意愿、达到性同意年龄两个要求。每个国家都有法定性同意年龄，低于此年龄的人无论同意与否，成年人只要和TA发生性关系就构成强奸。我国性同意年龄是14岁，国外以16-18周岁居多，#我国性同意年龄是否该提高#也引发探讨。（综合）@新京报http://t.cn/A6wowCeK,1,0,0,04月17日
58,59,财经派大星,:#财经#【#鲍某某案女方律师发声#：母亲扮演的角色不影响女孩是受害者】4月13日，山东烟台。“高管被指性侵养女”一案当事女孩代理律师告诉澎湃新闻，#鲍某明案受害女孩状态非常不好#，“我们觉得她遭受的创伤可能真的比较严重，,0,0,0,04月17日
59,60,aeae的萱小萱萱萱萱萱萱,:#财经#【#鲍某某案女方律师发声#：母亲扮演的角色不影响女孩是受害者，女孩现在状态非常不好】4月13日，山东烟台。“高管被指性侵养女”一案当事女孩代理律师告诉澎湃新闻，#鲍某明案受害女孩状态非常不好#，“我们觉得她遭受,1,0,0,04月17日
60,61,MMK15106,#上市公司高管被指性侵养女4年#【南京警方对话烟台：望告知被性侵者案情】4月8日，山东烟台。杰瑞集团高管被指性侵养女小芳（化名）引发广泛关注，警方立案侦查。小芳寻求住所地南京警方帮助，南京警方对话烟台，希望告知小芳案件进展。南京警方对话烟台：望告知被性侵者案情  澎湃新闻的微博视频,2,0,1,04月17日
61,62,龙媒兄弟,:【“养女性侵”案外的性同意界限：年龄、性教育与特殊职责人】“山东高管被指性侵养女案”持续发酵，性同意一词引发热议。#性同意要同时满足有意愿和达到年龄两个要求#。每个国家都有法定性同意年龄，低于此年龄的人无论同意与否，成年人只要和TA发生性关系就构成强奸。我国性同意年龄是14岁，国外以16-18周岁居多，#我国性同意年龄是否该提高#也引发讨论。@新京报动新闻http://t.cn/A6wowCeK,1,0,0,04月17日
62,63,陕西铁检,:【“养女性侵”案外的性同意界限：年龄、性教育与特殊职责人】“山东高管被指性侵养女案”持续发酵，性同意一词引发热议。#性同意要同时满足有意愿和达到年龄两个要求#。每个国家都有法定性同意年龄，低于此年龄的人无论同意与否，成年人只要和TA发生性关系就构成强奸。我国性同意年龄是14岁，国外以16-18周岁居多，#我国性同意年龄是否该提高#也引发讨论。@新京报动新闻http://t.cn/A6wowCeK,4,2,3,04月17日
63,64,中国妇女报,:【“养女性侵”案外的性同意界限：年龄、性教育与特殊职责人】“山东高管被指性侵养女案”持续发酵，性同意一词引发热议。#性同意要同时满足有意愿和达到年龄两个要求#。每个国家都有法定性同意年龄，低于此年龄的人无论同意与否，成年人只要和TA发生性关系就构成强奸。我国性同意年龄是14岁，国外以16-18周岁居多，#我国性同意年龄是否该提高#也引发讨论。@新京报动新闻http://t.cn/A6wowCeK,671,51,55,04月17日
64,65,北京伊美尔长岛医学美容门诊部,【“养女性侵”案外的性同意界限：年龄、性教育与特殊职责人】“山东高管被指性侵养女案”持续发酵，性同意一词引发热议。#性同意要同时满足有意愿和达到年龄两个要求#。每个国家都有法定性同意年龄，低于此年龄的人无论同意与否，成年人只要和TA发生性关系就构成强奸。我国性同意年龄是14岁，国外以16-18周岁居多，#我国性同意年龄是否该提高#也引发讨论。http://t.cn/A6wowCeK@新京报动新闻,0,0,0,04月17日
65,66,青海网,:【“养女性侵”案外的性同意界限：年龄、性教育与特殊职责人】“山东高管被指性侵养女案”持续发酵，性同意一词引发热议。#性同意要同时满足有意愿和达到年龄两个要求#。每个国家都有法定性同意年龄，低于此年龄的人无论同意与否，成年人只要和TA发生性关系就构成强奸。我国性同意年龄是14岁，国外以16-18周岁居多，#我国性同意年龄是否该提高#也引发讨论。】@新京报动新闻http://t.cn/A6wowCeK,0,0,0,04月17日
66,67,亳州反邪教,:【“养女性侵”案外的性同意界限：年龄、性教育与特殊职责人】“山东高管被指性侵养女案”持续发酵，性同意一词引发热议。#性同意要同时满足有意愿和达到年龄两个要求#。每个国家都有法定性同意年龄，低于此年龄的人无论同意与否，成年人只要和TA发生性关系就构成强奸。我国性同意年龄是14岁，国外以16-18周岁居多，#我国性同意年龄是否该提高#也引发讨论。http://t.cn/A6wowCeK,0,0,0,04月17日
67,68,定西交通广播,:【“养女性侵”案外的性同意界限：年龄、性教育与特殊职责人】“山东高管被指性侵养女案”持续发酵，性同意一词引发热议。#性同意要同时满足有意愿和达到年龄两个要求#。每个国家都有法定性同意年龄，低于此年龄的人无论同意与否，成年人只要和TA发生性关系就构成强奸。我国性同意年龄是14岁，国外以16-18周岁居多，#我国性同意年龄是否该提高#也引发讨论。（新京报）http://t.cn/A6woLnFB,0,0,0,04月17日
